id,celltype_id,celltype_name,type
2096,2849,Gad1Gad2_Htr3a.Chrm2,1
2097,2623,Neuron.Slc17a7-Slc17a6.Nxph3-Nts,1
2098,2600,Gad1Gad2_Id2.Tac1,1
2099,1932,Neuron.Slc17a6.Htr1a,1
2100,1908,Gad1Gad2_Cplx3.Rxfp1,1
2101,1289,Neuron.Slc17a7.Nxph3-Ajap1,1
2102,1546,Neuron.Slc17a7.Fibcd1-Grm5,1
2103,2203,Neuron.Slc17a7.C1ql2-Penk,1
2104,1149,Neuron.Slc17a7.Pvrl3-Grm5,1
2105,3236,Neuron.Slc17a6.Nnat,1
2106,332,Gad1Gad2Chat_Htr3a.Chat,1
2107,1951,Gad1Gad2_Htr3a.Nnat,1
2108,503,Neuron.Slc17a7.Fezf2-Rxfp1,1
2109,1261,Neuron.Gad1Gad2_Sst.Spon1,1
2110,3249,Gad1Gad2_Htr3a.Sema3c,1
2111,757,Neuron.Gad1Gad2_Sst.Grm1,1
2112,3416,Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Htr2c,1
2113,1808,Neuron.Slc17a7.Nxph3-Sema3c,1
2114,458,Neuron.Gad1Gad2.Pvalb-Cadm1,1
2115,2038,Neuron.Gad1Gad2.Pvalb-Rab3b,1
2116,853,Neuron.Gad1Gad2.Pvalb-Nefh,1
2117,1835,Neuron.Gad1Gad2_Sst.Rbp4,1
2118,1534,Neuron.Slc17a7.Nxph3-Cplx3-Hs6st2,1
2119,983,Gad1Gad2_Htr3a.Ibsp,1
2120,2896,Neuron.Slc17a7.Cbln4,1
2121,1996,Neuron.Slc17a6.Nell1,1
2122,1066,Neuron.Gad1Gad2_Id2.Sfrp2,1
2123,982,Gad1Gad2_Htr3a.Phlda1,1
2124,3297,Astrocyte.Gja1.Nnat,1
2125,2347,Neuron.Slc17a7.Gabra6,1
2126,1609,Neuron.Slc17a6.Grp,1
2127,2399,Neurogenesis.Sox4.Cdc20,1
2128,2095,Oligodendrocyte.Trf.Man1a,1
2129,1430,Neural progenitor cells,1
2130,2144,Neural progenitor cells-9,1
2131,1298,Neural progenitor cells-9-19,1
2132,1926,Chondroctye progenitors,1
2133,860,Chondroctye progenitors-21,1
2134,642,Chondroctye progenitors-21-6,1
2135,265,Schwann cell precursor,1
2136,265,CL:0002375,3
2137,265,Schwann cell precursor,1
2138,3022,Schwann cell precursor-23,1
2139,559,Schwann cell precursor-23-1,1
2140,833,Osteoblasts,1
2141,1388,Osteoblasts-17,1
2142,1754,Osteoblasts-17-19,1
2143,2772,Oligodendrocyte Progenitors,1
2144,909,Oligodendrocyte Progenitors-11,1
2145,3365,Oligodendrocyte Progenitors-11-13,1
2146,2533,Sensory neurons,1
2147,510,Sensory neurons-24,1
2148,3328,Sensory neurons-24-20,1
2149,2408,Neural Tube,1
2150,3460,Neural Tube-14,1
2151,2722,Neural Tube-14-7,1
2152,432,Definitive erythroid lineage,1
2153,2719,Definitive erythroid lineage-22,1
2154,1143,Definitive erythroid lineage-22-9,1
2155,2985,Intermediate Mesoderm,1
2156,2666,Intermediate Mesoderm-3,1
2157,867,Intermediate Mesoderm-3-6,1
2158,1037,Postmitotic premature neurons,1
2159,1787,Postmitotic premature neurons-10,1
2160,1367,Postmitotic premature neurons-10-4,1
2161,2355,Melanocytes,1
2162,1709,Melanocytes-36,1
2163,313,Melanocytes-36-3,1
2164,1669,Myocytes,1
2165,3215,Myocytes-13,1
2166,3104,Myocytes-13-7,1
2167,2604,Premature oligodendrocyte,1
2168,2121,Premature oligodendrocyte-19,1
2169,2303,Early mesenchyme,1
2170,2900,Early mesenchyme-8,1
2171,772,Early mesenchyme-8-15,1
2172,1119,Inhibitory interneurons,1
2173,2826,Inhibitory interneurons-27,1
2174,2955,Inhibitory interneurons-27-4,1
2175,2615,Neural progenitor cells-9-9,1
2176,1400,Chondroctye progenitors-21-11,1
2177,1796,Myocytes-13-4,1
2178,2988,White blood cells,1
2179,604,White blood cells-31,1
2180,612,White blood cells-31-9,1
2181,523,Oligodendrocyte Progenitors-11-4,1
2182,1581,Chondrocytes & osteoblasts,1
2183,552,Chondrocytes & osteoblasts-2,1
2184,1331,Schwann cell precursor-23-23,1
2185,395,Epithelial cells,1
2186,1328,Epithelial cells-6,1
2187,2565,Epithelial cells-6-22,1
2188,2582,Hepatocytes,1
2189,2743,Hepatocytes-29,1
2190,1414,Hepatocytes-29-3,1
2191,2467,Inhibitory neurons,1
2192,3354,Inhibitory neurons-15,1
2193,3349,Inhibitory neurons-15-8,1
2194,3300,Cardiac muscle lineages,1
2195,1574,Cardiac muscle lineages-34,1
2196,1850,Cardiac muscle lineages-34-7,1
2197,2795,Postmitotic premature neurons-10-22,1
2198,263,ependymal cell,1
2199,263,CL:0000065,3
2200,263,Ependymal cell,2
2201,1224,Ependymal cell-32,1
2202,3027,Ependymal cell-32-2,1
2203,2789,Notochord cells,1
2204,3028,Notochord cells-30,1
2205,2003,Notochord cells-30-3,1
2206,2446,Melanocytes-36-4,1
2207,770,Neural progenitor cells-9-27,1
2208,1694,Early mesenchyme-8-4,1
2209,537,White blood cells-31-4,1
2210,3012,Oligodendrocyte Progenitors-11-1,1
2211,679,Excitatory neurons,1
2212,2163,Excitatory neurons-5,1
2213,992,Excitatory neurons-5-9,1
2214,3010,Neural Tube-14-14,1
2215,2935,Neural progenitor cells-9-20,1
2216,2831,Osteoblasts-17-15,1
2217,1864,Primitive erythroid lineage,1
2218,3397,Primitive erythroid lineage-26,1
2219,492,Primitive erythroid lineage-26-4,1
2220,1115,Granule neurons,1
2221,487,Granule neurons-28,1
2222,1683,Granule neurons-28-15,1
2223,2024,Neural progenitor cells-9-11,1
2224,358,Melanocytes-36-5,1
2225,1480,Hepatocytes-29-7,1
2226,1946,Primitive erythroid lineage-26-6,1
2227,652,Endothelial cells,1
2228,519,Endothelial cells-20,1
2229,669,Endothelial cells-20-16,1
2230,1673,Inhibitory neuron progenitors,1
2231,927,Inhibitory neuron progenitors-18,1
2232,413,Inhibitory neuron progenitors-18-18,1
2233,1943,Lens,1
2234,2820,Lens-37,1
2235,1687,Lens-37-5,1
2236,2289,Neural progenitor cells-9-5,1
2237,3276,Ependymal cell-32-12,1
2238,2592,Isthmic organizer cells,1
2239,1154,Isthmic organizer cells-12,1
2240,1901,Isthmic organizer cells-12-17,1
2241,1021,Sensory neurons-24-4,1
2242,541,Endothelial cells-20-13,1
2243,3399,Premature oligodendrocyte-19-5,1
2244,2278,Postmitotic premature neurons-10-26,1
2245,3400,White blood cells-31-12,1
2246,1823,White blood cells-31-2,1
2247,2330,Osteoblasts-17-1,1
2248,3302,Notochord cells-30-2,1
2249,1543,Excitatory neurons-5-4,1
2250,3376,Connective tissue progenitors,1
2251,2214,Connective tissue progenitors-1,1
2252,509,Connective tissue progenitors-1-4,1
2253,1466,Myocytes-13-5,1
2254,599,Excitatory neurons-5-25,1
2255,3221,Epithelial cells-6-18,1
2256,940,Melanocytes-36-2,1
2257,3311,Hepatocytes-29-4,1
2258,600,Cardiac muscle lineages-34-5,1
2259,1433,White blood cells-31-6,1
2260,2763,Myocytes-13-15,1
2261,2928,Excitatory neurons-5-3,1
2262,682,Notochord cells-30-6,1
2263,2268,Ependymal cell-32-13,1
2264,2471,Oligodendrocyte Progenitors-11-19,1
2265,1190,Inhibitory neuron progenitors-18-13,1
2266,1071,Premature oligodendrocyte-19-9,1
2267,3402,Notochord cells-30-9,1
2268,2158,Chondroctye progenitors-21-15,1
2269,2834,Postmitotic premature neurons-10-16,1
2270,2818,Lens-37-4,1
2271,841,Inhibitory neuron progenitors-18-15,1
2272,3425,Neutrophils,1
2273,2939,Neutrophils-38,1
2274,1295,Neutrophils-38-4,1
2275,2120,Inhibitory interneurons-27-6,1
2276,1351,Oligodendrocyte Progenitors-11-10,1
2277,1689,Lens-37-1,1
2278,1695,White blood cells-31-10,1
2279,1997,Osteoblasts-17-8,1
2280,731,Stromal cells,1
2281,808,Stromal cells-16,1
2282,1196,Stromal cells-16-14,1
2283,825,Megakaryocytes,1
2284,3428,Megakaryocytes-35,1
2285,2143,Megakaryocytes-35-6,1
2286,2798,Ependymal cell-32-8,1
2287,1206,Notochord cells-30-11,1
2288,1566,Isthmic organizer cells-12-4,1
2289,1359,Isthmic organizer cells-12-13,1
2290,1535,Hepatocytes-29-8,1
2291,3362,Postmitotic premature neurons-10-14,1
2292,1410,Cardiac muscle lineages-34-13,1
2293,3315,Postmitotic premature neurons-10-13,1
2294,672,Inhibitory neuron progenitors-18-6,1
2295,969,Isthmic organizer cells-12-12,1
2296,1448,Osteoblasts-17-13,1
2297,1158,Granule neurons-28-4,1
2298,1291,White blood cells-31-13,1
2299,2958,Osteoblasts-17-2,1
2300,740,Ependymal cell-32-1,1
2301,2153,Epithelial cells-6-19,1
2302,1610,Osteoblasts-17-4,1
2303,2914,Epithelial cells-6-24,1
2304,2006,Ependymal cell-32-7,1
2305,2313,Excitatory neurons-5-26,1
2306,1390,Lens-37-2,1
2307,3238,Inhibitory neurons-15-22,1
2308,1856,Chondrocytes & osteoblasts-2-7,1
2309,628,Schwann cell precursor-23-18,1
2310,318,Intermediate Mesoderm-3-22,1
2311,605,Cardiac muscle lineages-34-4,1
2312,2511,Neural progenitor cells-9-10,1
2313,1750,Intermediate Mesoderm-3-24,1
2314,1385,Oligodendrocyte Progenitors-11-18,1
2315,3158,Osteoblasts-17-6,1
2316,1934,Chondroctye progenitors-21-5,1
2317,2995,Neutrophils-38-3,1
2318,342,Neural Tube-14-11,1
2319,1026,Ependymal cell-32-4,1
2320,865,White blood cells-31-3,1
2321,1093,Postmitotic premature neurons-10-25,1
2322,1705,Ependymal cell-32-5,1
2323,2066,Epithelial cells-6-27,1
2324,1325,Epithelial cells-6-26,1
2325,1439,Neural Tube-14-3,1
2326,2174,Excitatory neurons-5-5,1
2327,2710,Schwann cell precursor-23-13,1
2328,1384,Definitive erythroid lineage-22-6,1
2329,2401,White blood cells-31-7,1
2330,1979,Chondroctye progenitors-21-7,1
2331,701,Inhibitory neuron progenitors-18-1,1
2332,1986,Notochord cells-30-15,1
2333,2246,White blood cells-31-1,1
2334,695,Chondrocytes & osteoblasts-2-12,1
2335,526,Lens-37-3,1
2336,2996,Megakaryocytes-35-2,1
2337,378,Endothelial cells-20-10,1
2338,1847,Isthmic organizer cells-12-11,1
2339,2597,Isthmic organizer cells-12-2,1
2340,1281,Cholinergic neurons,1
2341,1170,Cholinergic neurons-33,1
2342,2701,Cholinergic neurons-33-12,1
2343,680,Cholinergic neurons-33-14,1
2344,2704,Hepatocytes-29-1,1
2345,780,Early mesenchyme-8-11,1
2346,944,Megakaryocytes-35-1,1
2347,3286,Megakaryocytes-35-5,1
2348,1625,Schwann cell precursor-23-2,1
2349,527,Cholinergic neurons-33-17,1
2350,2723,Early mesenchyme-8-12,1
2351,1614,Early mesenchyme-8-19,1
2352,2688,Cholinergic neurons-33-3,1
2353,3239,Inhibitory interneurons-27-9,1
2354,2012,Hepatocytes-29-10,1
2355,2361,Inhibitory neurons-15-13,1
2356,1607,Notochord cells-30-5,1
2357,1604,Excitatory neurons-5-14,1
2358,2787,Definitive erythroid lineage-22-13,1
2359,1884,Megakaryocytes-35-3,1
2360,2325,Limb mesenchyme,1
2361,1740,Limb mesenchyme-25,1
2362,2494,Stromal cells-16-3,1
2363,809,Oligodendrocyte Progenitors-11-17,1
2364,2173,Myocytes-13-10,1
2365,855,Endothelial cells-20-15,1
2366,3106,Cardiac muscle lineages-34-8,1
2367,1308,Excitatory neurons-5-13,1
2368,2813,Chondrocytes & osteoblasts-2-2,1
2369,2337,Chondrocytes & osteoblasts-2-5,1
2370,883,Stromal cells-16-2,1
2371,3165,Jaw and tooth progenitors,1
2372,1437,Jaw and tooth progenitors-4,1
2373,2388,Jaw and tooth progenitors-4-6,1
2374,963,Neural progenitor cells-9-18,1
2375,428,Jaw and tooth progenitors-4-17,1
2376,3095,Epithelial cells-6-14,1
2377,2579,Radial glia,1
2378,1463,Radial glia-7,1
2379,2860,Radial glia-7-10,1
2380,648,White blood cells-31-8,1
2381,2571,Myocytes-13-9,1
2382,1356,Schwann cell precursor-23-4,1
2383,2425,Chondrocytes & osteoblasts-2-19,1
2384,1792,Neural progenitor cells-9-25,1
2385,1322,Definitive erythroid lineage-22-4,1
2386,1490,Postmitotic premature neurons-10-6,1
2387,2147,Cholinergic neurons-33-11,1
2388,514,Jaw and tooth progenitors-4-10,1
2389,1666,Excitatory neurons-5-12,1
2390,1167,Osteoblasts-17-18,1
2391,3194,Inhibitory neurons-15-10,1
2392,688,Granule neurons-28-10,1
2393,608,Myocytes-13-8,1
2394,2570,Neural progenitor cells-9-16,1
2395,3480,Isthmic organizer cells-12-14,1
2396,2966,Cardiac muscle lineages-34-2,1
2397,3377,Inhibitory interneurons-27-15,1
2398,498,Cardiac muscle lineages-34-1,1
2399,3364,Schwann cell precursor-23-20,1
2400,2436,Granule neurons-28-7,1
2401,3157,Melanocytes-36-6,1
2402,1854,Epithelial cells-6-23,1
2403,1129,Melanocytes-36-1,1
2404,388,Osteoblasts-17-7,1
2405,545,Sensory neurons-24-19,1
2406,2833,Endothelial cells-20-5,1
2407,2064,Excitatory neurons-5-1,1
2408,445,Jaw and tooth progenitors-4-11,1
2409,1081,Postmitotic premature neurons-10-29,1
2410,1259,Neural progenitor cells-9-28,1
2411,2854,Inhibitory neuron progenitors-18-7,1
2412,2828,Inhibitory interneurons-27-11,1
2413,1505,Isthmic organizer cells-12-6,1
2414,3026,Inhibitory interneurons-27-8,1
2415,2590,Inhibitory interneurons-27-16,1
2416,2042,Postmitotic premature neurons-10-27,1
2417,3359,Schwann cell precursor-23-22,1
2418,2904,Ependymal cell-32-6,1
2419,1881,Chondrocytes & osteoblasts-2-18,1
2420,1391,White blood cells-31-14,1
2421,1280,Granule neurons-28-6,1
2422,1630,Megakaryocytes-35-4,1
2423,2090,Lens-37-6,1
2424,1454,Connective tissue progenitors-1-9,1
2425,368,Neural progenitor cells-9-13,1
2426,1293,Sensory neurons-24-9,1
2427,2296,Cholinergic neurons-33-19,1
2428,2883,Intermediate Mesoderm-3-16,1
2429,2864,Early mesenchyme-8-6,1
2430,3247,Cardiac muscle lineages-34-11,1
2431,1334,Neutrophils-38-1,1
2432,1536,Postmitotic premature neurons-10-7,1
2433,2917,Neural Tube-14-12,1
2434,3337,Oligodendrocyte Progenitors-11-11,1
2435,2636,Early mesenchyme-8-10,1
2436,2598,Chondroctye progenitors-21-8,1
2437,2836,Inhibitory neuron progenitors-18-5,1
2438,2933,Premature oligodendrocyte-19-1,1
2439,3384,Cholinergic neurons-33-18,1
2440,806,Premature oligodendrocyte-19-8,1
2441,776,Granule neurons-28-12,1
2442,973,Inhibitory interneurons-27-12,1
2443,1615,Osteoblasts-17-5,1
2444,1378,Isthmic organizer cells-12-3,1
2445,2216,Cardiac muscle lineages-34-3,1
2446,2279,Excitatory neurons-5-15,1
2447,2265,Sensory neurons-24-12,1
2448,449,Early mesenchyme-8-16,1
2449,3067,Premature oligodendrocyte-19-10,1
2450,653,Sensory neurons-24-17,1
2451,2613,Neural Tube-14-16,1
2452,2949,Hepatocytes-29-12,1
2453,1183,Early mesenchyme-8-7,1
2454,2758,Chondroctye progenitors-21-2,1
2455,820,Epithelial cells-6-29,1
2456,2493,Postmitotic premature neurons-10-1,1
2457,1376,Hepatocytes-29-13,1
2458,876,Melanocytes-36-8,1
2459,277,Intermediate Mesoderm-3-17,1
2460,1681,Postmitotic premature neurons-10-24,1
2461,2670,Sensory neurons-24-11,1
2462,1726,Notochord cells-30-13,1
2463,1937,Postmitotic premature neurons-10-8,1
2464,2586,Oligodendrocyte Progenitors-11-20,1
2465,439,Inhibitory neurons-15-9,1
2466,2060,Notochord cells-30-4,1
2467,2599,Inhibitory interneurons-27-5,1
2468,1623,Stromal cells-16-9,1
2469,2584,Postmitotic premature neurons-10-28,1
2470,2429,Intermediate Mesoderm-3-13,1
2471,3137,Schwann cell precursor-23-14,1
2472,3411,Oligodendrocyte Progenitors-11-12,1
2473,2046,Epithelial cells-6-16,1
2474,1465,Neutrophils-38-2,1
2475,1278,Radial glia-7-21,1
2476,602,Myocytes-13-12,1
2477,1601,Schwann cell precursor-23-11,1
2478,1582,Schwann cell precursor-23-21,1
2479,800,Endothelial cells-20-9,1
2480,3388,Definitive erythroid lineage-22-2,1
2481,1756,Endothelial cells-20-7,1
2482,2679,Osteoblasts-17-10,1
2483,1248,Oligodendrocyte Progenitors-11-3,1
2484,2927,Epithelial cells-6-25,1
2485,2542,Endothelial cells-20-12,1
2486,3033,Notochord cells-30-7,1
2487,524,Jaw and tooth progenitors-4-4,1
2488,2805,Inhibitory interneurons-27-2,1
2489,2664,Radial glia-7-22,1
2490,3434,Chondrocytes & osteoblasts-2-3,1
2491,2956,Stromal cells-16-1,1
2492,1522,Cholinergic neurons-33-2,1
2493,339,Radial glia-7-3,1
2494,920,Inhibitory neuron progenitors-18-2,1
2495,3284,Definitive erythroid lineage-22-8,1
2496,3139,Schwann cell precursor-23-16,1
2497,1745,Neural progenitor cells-9-15,1
2498,3468,Schwann cell precursor-23-10,1
2499,352,Postmitotic premature neurons-10-20,1
2500,729,Stromal cells-16-11,1
2501,2732,Jaw and tooth progenitors-4-13,1
2502,1425,Schwann cell precursor-23-19,1
2503,2672,Neural Tube-14-2,1
2504,2007,Definitive erythroid lineage-22-5,1
2505,1182,Intermediate Mesoderm-3-4,1
2506,1141,Schwann cell precursor-23-7,1
2507,3299,Primitive erythroid lineage-26-5,1
2508,1568,Chondroctye progenitors-21-14,1
2509,2373,Neural progenitor cells-9-2,1
2510,1004,Hepatocytes-29-9,1
2511,1017,Intermediate Mesoderm-3-23,1
2512,3074,Intermediate Mesoderm-3-10,1
2513,1241,Epithelial cells-6-11,1
2514,3087,Epithelial cells-6-1,1
2515,3423,Cholinergic neurons-33-16,1
2516,2220,Neural Tube-14-6,1
2517,435,Hepatocytes-29-5,1
2518,2871,Inhibitory interneurons-27-3,1
2519,1747,Intermediate Mesoderm-3-1,1
2520,2479,Inhibitory neuron progenitors-18-16,1
2521,2780,Granule neurons-28-14,1
2522,1097,Endothelial cells-20-2,1
2523,3355,Notochord cells-30-17,1
2524,1815,Inhibitory interneurons-27-1,1
2525,3291,Schwann cell precursor-23-17,1
2526,1354,Inhibitory neurons-15-15,1
2527,3056,Definitive erythroid lineage-22-19,1
2528,2601,Stromal cells-16-7,1
2529,529,Hepatocytes-29-2,1
2530,3174,Limb mesenchyme-25-2,1
2531,1554,Melanocytes-36-10,1
2532,2262,Inhibitory interneurons-27-14,1
2533,1627,Ependymal cell-32-11,1
2534,910,Sensory neurons-24-13,1
2535,634,Intermediate Mesoderm-3-19,1
2536,2974,Inhibitory neurons-15-20,1
2537,575,Stromal cells-16-10,1
2538,1250,Chondrocytes & osteoblasts-2-14,1
2539,2482,Early mesenchyme-8-17,1
2540,2800,Sensory neurons-24-7,1
2541,1227,Myocytes-13-16,1
2542,752,Limb mesenchyme-25-9,1
2543,2517,Sensory neurons-24-15,1
2544,401,Neural progenitor cells-9-17,1
2545,1082,Inhibitory neurons-15-1,1
2546,1569,Notochord cells-30-14,1
2547,2196,Hepatocytes-29-6,1
2548,2989,Inhibitory interneurons-27-10,1
2549,1492,Jaw and tooth progenitors-4-14,1
2550,1044,Epithelial cells-6-6,1
2551,904,Inhibitory neuron progenitors-18-9,1
2552,2656,Oligodendrocyte Progenitors-11-6,1
2553,970,Granule neurons-28-13,1
2554,3191,Oligodendrocyte Progenitors-11-9,1
2555,1054,Definitive erythroid lineage-22-12,1
2556,376,Inhibitory neurons-15-7,1
2557,390,Osteoblasts-17-12,1
2558,650,Premature oligodendrocyte-19-16,1
2559,1317,Primitive erythroid lineage-26-1,1
2560,692,Melanocytes-36-9,1
2561,948,Primitive erythroid lineage-26-2,1
2562,288,Primitive erythroid lineage-26-3,1
2563,2167,Intermediate Mesoderm-3-9,1
2564,884,Jaw and tooth progenitors-4-5,1
2565,315,Inhibitory interneurons-27-7,1
2566,2692,Cholinergic neurons-33-13,1
2567,918,Jaw and tooth progenitors-4-19,1
2568,766,Ependymal cell-32-14,1
2569,2077,Osteoblasts-17-14,1
2570,2662,Inhibitory neuron progenitors-18-14,1
2571,2720,Chondrocytes & osteoblasts-2-20,1
2572,1869,Notochord cells-30-10,1
2573,2010,Epithelial cells-6-3,1
2574,2548,Ependymal cell-32-3,1
2575,3265,Neural progenitor cells-9-6,1
2576,1730,Premature oligodendrocyte-19-14,1
2577,3097,Notochord cells-30-8,1
2578,1349,Epithelial cells-6-9,1
2579,1132,Stromal cells-16-12,1
2580,2934,Jaw and tooth progenitors-4-7,1
2581,1311,Inhibitory neuron progenitors-18-11,1
2582,2716,Limb mesenchyme-25-4,1
2583,2150,Oligodendrocyte Progenitors-11-16,1
2584,3477,Sensory neurons-24-21,1
2585,554,Inhibitory neurons-15-17,1
2586,3229,Stromal cells-16-5,1
2587,1440,Postmitotic premature neurons-10-18,1
2588,2478,Connective tissue progenitors-1-7,1
2589,290,Excitatory neurons-5-8,1
2590,3329,Myocytes-13-17,1
2591,2384,Granule neurons-28-16,1
2592,3330,White blood cells-31-11,1
2593,1664,Excitatory neurons-5-2,1
2594,1428,Intermediate Mesoderm-3-8,1
2595,681,Neural progenitor cells-9-4,1
2596,3424,Premature oligodendrocyte-19-4,1
2597,2217,Isthmic organizer cells-12-1,1
2598,3404,Early mesenchyme-8-8,1
2599,1135,Notochord cells-30-1,1
2600,829,Epithelial cells-6-2,1
2601,2991,Inhibitory neurons-15-4,1
2602,1545,Cardiac muscle lineages-34-9,1
2603,381,Granule neurons-28-2,1
2604,1478,Cholinergic neurons-33-1,1
2605,3278,Premature oligodendrocyte-19-15,1
2606,3145,Radial glia-7-15,1
2607,709,Epithelial cells-6-4,1
2608,2703,Limb mesenchyme-25-10,1
2609,1648,Isthmic organizer cells-12-15,1
2610,2311,Isthmic organizer cells-12-8,1
2611,3372,Sensory neurons-24-1,1
2612,2453,Radial glia-7-1,1
2613,721,Radial glia-7-14,1
2614,2544,Excitatory neurons-5-23,1
2615,908,Epithelial cells-6-7,1
2616,3058,Neural Tube-14-10,1
2617,3152,Epithelial cells-6-5,1
2618,2106,Osteoblasts-17-11,1
2619,571,Radial glia-7-2,1
2620,2335,Radial glia-7-13,1
2621,1989,Neural Tube-14-5,1
2622,3393,Premature oligodendrocyte-19-12,1
2623,2110,Granule neurons-28-17,1
2624,2111,Cholinergic neurons-33-10,1
2625,2923,Inhibitory neuron progenitors-18-3,1
2626,1708,Chondrocytes & osteoblasts-2-21,1
2627,639,Inhibitory neurons-15-18,1
2628,977,Intermediate Mesoderm-3-12,1
2629,975,Intermediate Mesoderm-3-15,1
2630,3322,Endothelial cells-20-3,1
2631,1954,Neural Tube-14-8,1
2632,1702,Sensory neurons-24-14,1
2633,2694,Chondrocytes & osteoblasts-2-16,1
2634,708,Oligodendrocyte Progenitors-11-8,1
2635,2530,Definitive erythroid lineage-22-14,1
2636,744,Sensory neurons-24-2,1
2637,1691,Definitive erythroid lineage-22-17,1
2638,2913,Granule neurons-28-3,1
2639,988,Granule neurons-28-1,1
2640,3294,Isthmic organizer cells-12-5,1
2641,2807,Granule neurons-28-11,1
2642,3382,Sensory neurons-24-8,1
2643,354,Definitive erythroid lineage-22-15,1
2644,1873,Schwann cell precursor-23-9,1
2645,782,Schwann cell precursor-23-6,1
2646,1795,Intermediate Mesoderm-3-14,1
2647,3116,Cardiac muscle lineages-34-12,1
2648,410,Ependymal cell-32-10,1
2649,1001,Stromal cells-16-8,1
2650,3304,Epithelial cells-6-17,1
2651,2349,Postmitotic premature neurons-10-17,1
2652,2172,Epithelial cells-6-13,1
2653,334,Epithelial cells-6-15,1
2654,1649,Sensory neurons-24-16,1
2655,2509,Endothelial cells-20-11,1
2656,1826,Definitive erythroid lineage-22-18,1
2657,1124,Inhibitory neuron progenitors-18-17,1
2658,3080,Melanocytes-36-7,1
2659,2875,Premature oligodendrocyte-19-6,1
2660,2395,Inhibitory neurons-15-11,1
2661,1352,Early mesenchyme-8-14,1
2662,1471,Connective tissue progenitors-1-1,1
2663,1711,Chondroctye progenitors-21-9,1
2664,2680,Radial glia-7-18,1
2665,1578,Osteoblasts-17-9,1
2666,2304,Neural Tube-14-15,1
2667,1532,Neural progenitor cells-9-24,1
2668,3386,Neural progenitor cells-9-14,1
2669,2015,Osteoblasts-17-17,1
2670,1714,Myocytes-13-6,1
2671,1366,Stromal cells-16-6,1
2672,2876,Schwann cell precursor-23-5,1
2673,2253,Limb mesenchyme-25-7,1
2674,660,Myocytes-13-14,1
2675,2359,Schwann cell precursor-23-15,1
2676,303,Intermediate Mesoderm-3-20,1
2677,2047,Epithelial cells-6-28,1
2678,796,Excitatory neurons-5-17,1
2679,418,Inhibitory neurons-15-3,1
2680,2160,Postmitotic premature neurons-10-21,1
2681,1976,---,1
2682,1326,Premature oligodendrocyte-19-11,1
2683,1525,Postmitotic premature neurons-10-11,1
2684,1579,Oligodendrocyte Progenitors-11-14,1
2685,1768,Stromal cells-16-13,1
2686,2635,Oligodendrocyte Progenitors-11-5,1
2687,717,Chondroctye progenitors-21-1,1
2688,1225,Granule neurons-28-8,1
2689,641,Epithelial cells-6-20,1
2690,2543,Neural progenitor cells-9-7,1
2691,2022,Radial glia-7-12,1
2692,2255,Sensory neurons-24-18,1
2693,2993,Radial glia-7-17,1
2694,1058,Early mesenchyme-8-5,1
2695,869,Inhibitory neuron progenitors-18-10,1
2696,2274,Inhibitory neuron progenitors-18-8,1
2697,347,Excitatory neurons-5-6,1
2698,761,Cholinergic neurons-33-9,1
2699,440,Jaw and tooth progenitors-4-12,1
2700,2492,Inhibitory neurons-15-2,1
2701,643,Inhibitory neurons-15-16,1
2702,577,Postmitotic premature neurons-10-19,1
2703,2902,Isthmic organizer cells-12-10,1
2704,613,Neural Tube-14-13,1
2705,1677,Radial glia-7-20,1
2706,1205,Inhibitory neuron progenitors-18-12,1
2707,3405,Myocytes-13-19,1
2708,1020,Inhibitory neurons-15-12,1
2709,2667,Epithelial cells-6-10,1
2710,1273,Sensory neurons-24-22,1
2711,1083,Endothelial cells-20-6,1
2712,1930,Early mesenchyme-8-13,1
2713,673,Radial glia-7-5,1
2714,1327,Intermediate Mesoderm-3-7,1
2715,1442,Jaw and tooth progenitors-4-1,1
2716,2168,Myocytes-13-21,1
2717,2219,Myocytes-13-13,1
2718,273,Chondroctye progenitors-21-10,1
2719,1659,Premature oligodendrocyte-19-2,1
2720,3019,White blood cells-31-5,1
2721,1374,Epithelial cells-6-21,1
2722,1733,Cholinergic neurons-33-7,1
2723,2781,Jaw and tooth progenitors-4-18,1
2724,751,Inhibitory neurons-15-6,1
2725,2495,Jaw and tooth progenitors-4-3,1
2726,1761,Early mesenchyme-8-9,1
2727,606,Intermediate Mesoderm-3-2,1
2728,2183,Chondrocytes & osteoblasts-2-15,1
2729,3310,Early mesenchyme-8-2,1
2730,2705,Postmitotic premature neurons-10-5,1
2731,775,Definitive erythroid lineage-22-7,1
2732,623,Neural progenitor cells-9-1,1
2733,2093,Jaw and tooth progenitors-4-8,1
2734,892,Isthmic organizer cells-12-16,1
2735,952,Osteoblasts-17-16,1
2736,2661,Neural progenitor cells-9-22,1
2737,546,Chondroctye progenitors-21-4,1
2738,1047,Neural progenitor cells-9-12,1
2739,624,Sensory neurons-24-5,1
2740,685,Myocytes-13-11,1
2741,1597,Notochord cells-30-12,1
2742,1732,Endothelial cells-20-14,1
2743,3150,Postmitotic premature neurons-10-3,1
2744,2817,Chondroctye progenitors-21-13,1
2745,2602,Limb mesenchyme-25-8,1
2746,711,Connective tissue progenitors-1-3,1
2747,2637,Neural progenitor cells-9-3,1
