id,name,ontology,type,defination
939,Oligo L2-6 OPALIN FTH1P3,,2,
940,Melanocytes-36-2,,2,
941,Neuron.Th.Vcan,,2,
942,Neuron.Slc17a6.C1ql2,,2,
943,nephron progenitor 3,,2,
944,Megakaryocytes-35-1,,2,
945,Neurons5,,2,
946,Hepatocyte/Endodermal cell,,2,
947,oligodendrocyte C,,2,
948,Primitive erythroid lineage-26-2,,2,
949,302_L6b ENT,,2,
950,medial S shaped body cell,,2,
951,69_Sst,,2,
952,Osteoblasts-17-16,,2,
953,ACKR1+ endothelial cell,,2,
954,unknown,,2,
955,medial; distal S-shaped body,,2,
956,98_Sst,,2,
957,25_Sncg,,2,
958,Neuron.Th.Grin2c,,2,
959,Inh L5-6 VIP COL4A3,,2,
960,Neuron.Slc17a7.Neurod2-Rorb,,2,
961,Neuron.Slc17a7.Syt6-Nnat,,2,
962,Oligo Opalin,,2,
963,Neural progenitor cells-9-18,,2,
964,Polydendrocye.Tnr.Pdgfa,,2,
965,cycling dendritic cell,,2,
966,Immune cells,,2,
967,Midbrain glutamatergic neuron,,2,
968,Prostate epithelial cell,,2,
969,Isthmic organizer cells-12-12,,2,
970,Granule neurons-28-13,,2,
971,Neuron.Slc17a7.Dcn-Pou3f1,,2,
972,"L4 Sparcl1, L4 Arf5",,2,
973,Inhibitory interneurons-27-12,,2,
974,TEGLU11,,2,
975,Intermediate Mesoderm-3-15,,2,
976,339_CA1,,2,
977,Intermediate Mesoderm-3-12,,2,
978,Exc L5 THEMIS LINC01116,,2,
979,"GABAergic neuron of primary visual cortex, layer 5 and layer 6",,2,
980,Ependymal cell-32-9,,2,
981,vomeronasal receptor expressing neuron,,2,
982,Gad1Gad2_Htr3a.Phlda1,,2,
983,Gad1Gad2_Htr3a.Ibsp,,2,
984,endothelial cell OR oligodendrocyte precursor cell of primary visual cortex,,2,
985,pro-inflammatory myeloid cell,,2,
986,distal renal vesicle cell,,2,
987,Epithelial cells-6-8,,2,
988,Granule neurons-28-1,,2,
989,lateral ganglionic eminence inhibitory neuron,,2,
990,Sncg,,2,
991,Mural.Rgs5Acta2.Car4,,2,
992,Excitatory neurons-5-9,,2,
993,NEUROGENESIS,,2,
994,Exc L3 THEMIS ENPEP,,2,
995,PSC cell,,2,
996,Neurogenesis.Sox4.Gabra5,,2,
997,immediate neural precursor cell,,2,
998,EX Mb,,2,
999,Stratum oriens of CA1,,2,
1000,lymph node fibroblast,,2,
1001,Stromal cells-16-8,,2,
1002,Thalamus,,2,
1003,alpha cell,,2,
1004,Hepatocytes-29-9,,2,
1005,Surface ectoderm,,2,
1006,nCTX.54.CORT.NEFL,,2,
1007,immature neuron 7,,2,
1008,Neuron.Gad1Gad2.Otx2-Chrna3,,2,
1009,Ependymal cell-32-15,,2,
1010,Endothelial,,2,
1011,kidney interstitial cell 7,,2,
1012,Neuron.Slc17a7.Syt6-Bdnf,,2,
1013,cardiac muscle progenitor,,2,
1014,schwann,,2,
1015,respiratory system lymphatic vessel,,2,
1016,cancer associated fibroblast 2,,2,
1017,Intermediate Mesoderm-3-23,,2,
1018,Inh L3-6 PVALB MFI2,,2,
1019,distal nephron progenitor,,2,
1020,Inhibitory neurons-15-12,,2,
1021,Sensory neurons-24-4,,2,
1022,decidual macrophage (dM2),,2,
1023,Exc L6 FEZF2 TBCC,,2,
1024,Fetal endocrine cell,,2,
1025,174_IT HATA,,2,
1026,Ependymal cell-32-4,,2,
1027,199_L5 IT CTX,,2,
1028,Neuron.Gad1Gad2_Pvalb.C1ql1,,2,
1029,Exc L3 RORB CARTPT,,2,
1030,MURAL,,2,
1031,Dentate gyrus granule neurons,,2,
1032,mixed juxtaglomerular complex cell and mesangial cell 2,,2,
1033,Neuron.Sc17a7.Calb1-Tshz2,,2,
1034,Polydendrocyte.Tnr.Cspg5-Dad1,,2,
1035,335_CA1-ve,,2,
1036,BEST4+ enterocyte,,2,
1037,Postmitotic premature neurons,,2,
1038,Endocrine cell,,2,
1039,Intermediate meninges 2,,2,
1040,EX L5/6,,2,
1041,villous cytotrophoblast (VCT),,2,
1042,Excitatory neurons-5-10,,2,
1043,"L6 Car12, L6 Syt17",,2,
1044,Epithelial cells-6-6,,2,
1045,L6 Car12,,2,
1046,54_Vip HPF,,2,
1047,Neural progenitor cells-9-12,,2,
1048,300_L6b ENT,,2,
1049,Astrocyte.Gja1.Gfap,,2,
1050,PVM,,2,
1051,retinal bipolar neuron CCA8,,2,
1052,Fibroblasts2,,2,
1053,Meninges cell,,2,
1054,Definitive erythroid lineage-22-12,,2,
1055,178_L4 IT CTX,,2,
1056,Inh L1 SST CXCL14,,2,
1057,Bpif9ba+ Bpifb9b+ Bpifb5+ cell,,2,
1058,Early mesenchyme-8-5,,2,
1059,blood endothelial cell,,2,
1060,197_L5 IT CTX,,2,
1061,Spinal cord neurons,,2,
1062,Neuron.Slc17a6-Slc17a7.Nr4a2,,2,
1063,Hypothalamus neuron,,2,
1064,254_L5 PT CTX,,2,
1065,Neuroblast_1,,2,
1066,Neuron.Gad1Gad2_Id2.Sfrp2,,2,
1067,"L6b Mup5, L6a Plcxd3",,2,
1068,Neuron.Slc17a7.Syt6-Slc30a3,,2,
1069,immature rostral migratory neuron,,2,
1070,A549,,2,
1071,Premature oligodendrocyte-19-9,,2,
1072,Postmitotic premature neurons-10-23,,2,
1073,Myocytes-13-3,,2,
1074,88_Sst,,2,
1075,CA3,,2,
1076,122_Pvalb Vipr2,,2,
1077,Oligodend2,,2,
1078,Exc L5 THEMIS SLC22A18,,2,
1079,Urogenital ridge,,2,
1080,nCTX.100.SST.CRABP1,,2,
1081,Postmitotic premature neurons-10-29,,2,
1082,Inhibitory neurons-15-1,,2,
1083,Endothelial cells-20-6,,2,
1084,Neuron.Slc17a7.Tac2.Wif1,,2,
1085,neural tube,,2,
1086,Excitatory neurons-5-19,,2,
1087,Inh L1-6 VIP RGS16,,2,
1088,CA1,,2,
1089,Neuron.Slc17a7-Slc17a6.Shisa8,,2,
1090,Polydendrocyte.Tnr.Opalin,,2,
1091,DG,,2,
1092,Endothelial_Stalk.Flt1.Cdkn2b,,2,
1093,Postmitotic premature neurons-10-25,,2,
1094,30_Ntng1 HPF,,2,
1095,253_L5 PT CTX,,2,
1096,Oligodendrocyte.Trf.Ttyh1,,2,
1097,Endothelial cells-20-2,,2,
1098,Neuron.Gad1Gad2.Drd1-Nefm,,2,
1099,Non-glutamatergic neuroblasts,,2,
1100,Neuron.Gad1Gad2.Sgol2a,,2,
1101,EX L6,,2,
1102,Neuron.Slc17a7.Fibcd1-Nptx2,,2,
1103,EX thalamus,,2,
1104,pMGE.100.FRZB,,2,
1105,77_Sst HPF,,2,
1106,Vascular smooth muscle,,2,
1107,Oligo L5-6 OPALIN LDLRAP1,,2,
1108,"OPC/Oligo, Oligo Opalin",,2,
1109,Neurogenesis.Sox4.Ung,,2,
1110,330_CA1-ProS,,2,
1111,Cck+ epithelial cell,,2,
1112,OPC L1-6 PDGFRA COL20A1,,2,
1113,S-shaped body podocyte precursor cell,,2,
1114,Myocyte,,2,
1115,Granule neurons,,2,
1116,mitral tufted cell,,2,
1117,361_DG,,2,
1118,Neuron.Th.Nefl,,2,
1119,Inhibitory interneurons,,2,
1120,Endothelial_Tip.Dcn.Dapl1,,2,
1121,255_L5 PT CTX,,2,
1122,GL,,2,
1123,H838,,2,
1124,Inhibitory neuron progenitors-18-17,,2,
1125,272_NP SUB,,2,
1126,237_Car3,,2,
1127,Limb fibroblast,,2,
1128,Neuron.Gad1Gad2.Drd1-Pdyn,,2,
1129,Melanocytes-36-1,,2,
1130,"L4 Scnn1a, L5 Hsd11b1",,2,
1131,Neuron.Slc17a6.Sln,,2,
1132,Stromal cells-16-12,,2,
1133,Mural.Acta2Rgs5Rgs5,,2,
1134,external tufted cell,,2,
1135,Notochord cells-30-1,,2,
1136,Oligodendrocyte Progenitors-11-2,,2,
1137,Sst,,2,
1138,mixed glial cell?,,2,
1139,goblet,,2,
1140,EX,,2,
1141,Schwann cell precursor-23-7,,2,
1142,13_Lamp5,,2,
1143,Definitive erythroid lineage-22-9,,2,
1144,Intermediated cell,,2,
1145,proliferating neural progenitor cell 4,,2,
1146,Neuron.Slc17a7.Nxph3-Hpcal1-Fos,,2,
1147,269_L5/6 NP CTX,,2,
1148,mixed mesoderm,,2,
1149,Neuron.Slc17a7.Pvrl3-Grm5,,2,
1150,Subcommissural organ hypendymal cells,,2,
1151,Radial glia-7-11,,2,
1152,muscle cell 2,,2,
1153,Inh L5-6 SST BEAN1,,2,
1154,Isthmic organizer cells-12,,2,
1155,211_L5/6 IT TPE-ENT,,2,
1156,132_L2 IT RSPv-POST-PRE,,2,
1157,Cortical or hippocampal glutamatergic neuron,,2,
1158,Granule neurons-28-4,,2,
1159,102_Sst HPF,,2,
1160,Endothelial_Tip.Dcn,,2,
1161,Neuron.Slc17a6-Slc17a7.Fezf2.3110035E14Rik,,2,
1162,Inhibitory neurons-15-5,,2,
1163,343_CA1,,2,
1164,Neuron.Slc17a7-Slc17a6.Tshz2-Nnat,,2,
1165,mixed erythrocyte and immune cell,,2,
1166,pMGE.54.SPARCL1,,2,
1167,Osteoblasts-17-18,,2,
1168,"Pvalb Gpx3, Pvalb Rspo2",,2,
1169,Fetal neuron,,2,
1170,Cholinergic neurons-33,,2,
1171,Jaw and tooth progenitors-4-16,,2,
1172,86_Sst,,2,
1173,Th,,2,
1174,OPC/Oligo,,2,
1175,Intermediate Mesoderm-3-21,,2,
1176,67_Sst,,2,
1177,Enterocyte progenitor,,2,
1178,Neuron.Slc17a7.Nptxr-Deptor,,2,
1179,TFH-like,,2,
1180,Npy+ neuron,,2,
1181,microglial cell of primary visual cortex,,2,
1182,Intermediate Mesoderm-3-4,,2,
1183,Early mesenchyme-8-7,,2,
1184,myofibroblast or pericyte,,2,
1185,intestinal crypt transit amplifying cell,,2,
1186,Forebrain glutamatergic neuroblast,,2,
1187,S-shaped body proximal precursor cell,,2,
1188,Dermomyotome,,2,
1189,250_L5 PT CTX,,2,
1190,Inhibitory neuron progenitors-18-13,,2,
1191,Thalamus neuron,,2,
1192,Exc L4 RORB CCDC168,,2,
1193,Enterocyte,,2,
1194,Hdc,,2,
1195,L5b1,,2,
1196,Stromal cells-16-14,,2,
1197,Mural.Rgs5Acta2.Cd9,,2,
1198,innate lymphoid cell (ILC3),,2,
1199,endocardial cell 1,,2,
1200,Neuron.Gad1Gad2.Cadm2,,2,
1201,Inh L5-6 PVALB KCNIP2,,2,
1202,293_L6 CT CTX,,2,
1203,336_CA1-ve,,2,
1204,Erythroid progenitor cell (RP high),,2,
1205,Inhibitory neuron progenitors-18-12,,2,
1206,Notochord cells-30-11,,2,
1207,megakaryocyte progenitor,,2,
1208,Neuron.Slc17a7.Parm1.Nefm,,2,
1209,Myocytes-13-2,,2,
1210,Pia 2,,2,
1211,MOL1,,2,
1212,Neuron.Gad1Gad2.Satb1,,2,
1213,Neuron.Slc17a7.Reln,,2,
1214,L6a2,,2,
1215,nCTX.125.CORT,,2,
1216,64_Sst Chodl,,2,
1217,Chodl,,2,
1218,73_Sst,,2,
1219,287_L6 CT CTX,,2,
1220,Midbrain floor plate,,2,
1221,Dorsal midbrain glutamatergic,,2,
1222,resident macrophage,,2,
1223,immature neuron 2,,2,
1224,Ependymal cell-32,,2,
1225,Granule neurons-28-8,,2,
1226,Mucosal epithelium,,2,
1227,Myocytes-13-16,,2,
1228,308_L6b RHP,,2,
1229,Primordial germ cells,,2,
1230,resting basal_P7,,2,
1231,Neuron.Slc17a7.Cplx3,,2,
1232,Mixed region GABAergic,,2,
1233,52_Vip,,2,
1234,Pericyte,,2,
1235,Pomc/Anxa2,,2,
1236,Cd8+ T cell,,2,
1237,Mural.Rgs5Acta2.Cnn1,,2,
1238,Radial glia-7-6,,2,
1239,Oxt,,2,
1240,Inh L3-6 VIP KCTD13,,2,
1241,Epithelial cells-6-11,,2,
1242,Astrocyte.Gja1.Igfbp2,,2,
1243,Neuron.Sc17a7.Calb1-Ddit4l,,2,
1244,fibroblast of cardiac tissue 9,,2,
1245,conventional dendritic cell 1,,2,
1246,Neuron.Gad1Gad2_Sst.Pcdh11x,,2,
1247,Neuron.Slc17a7.Syt6-Tshz2-Nrep,,2,
1248,Oligodendrocyte Progenitors-11-3,,2,
1249,Exc L5-6 THEMIS SMYD1,,2,
1250,Chondrocytes & osteoblasts-2-14,,2,
1251,Hindbrain roof plate,,2,
1252,portal liver sinusoidal endothelial cell,,2,
1253,Perivascular fibroblast-like cells,,2,
1254,CD160+ natural killer cell,,2,
1255,"L4 Arf5, L4 Sparcl1",,2,
1256,Postmitotic premature neurons-10-12,,2,
1257,Neuron.Gad1Gad2.Cplx3,,2,
1258,mantle B cell,,2,
1259,Neural progenitor cells-9-28,,2,
1260,pTEL.100.OLIG1,,2,
1261,Neuron.Gad1Gad2_Sst.Spon1,,2,
1262,276_NP PPP,,2,
1263,Exc L5-6 FEZF2 FILIP1L,,2,
1264,Jaw and tooth progenitors-4-9,,2,
1265,hair follicle bulge stem cell,,2,
1266,TEGLU24,,2,
1267,375_Oligo,,2,
1268,345_CA1,,2,
1269,"L4 Arf5, L4 Scnn1a",,2,
1270,"Pvalb Tacr3, Igtp",,2,
1271,IT,,2,
1272,Glia,,2,
1273,Sensory neurons-24-22,,2,
1274,Polydendrocyte.Tnr.Cspg5,,2,
1275,pTEL.24.PAX6,,2,
1276,Neuron.Slc17a6.Nkx6-1,,2,
1277,"L5a Syt17, L5a Batf3",,2,
1278,Radial glia-7-21,,2,
1279,Exc L5 FEZF2 MORN2,,2,
1280,Granule neurons-28-6,,2,
1281,Cholinergic neurons,,2,
1282,VLMC2,,2,
1283,TEGLU6,,2,
1284,Cycling perivascular macrophages,,2,
1285,Radial glia-7-19,,2,
1286,Early macrophage,,2,
1287,212_L5/6 IT TPE-ENT,,2,
1288,Neuron.Slc17a7-Slc17a6.Fezf2-3110035E14Rik,,2,
1289,Neuron.Slc17a7.Nxph3-Ajap1,,2,
1290,120_Pvalb,,2,
1291,White blood cells-31-13,,2,
1292,348_CA1-do,,2,
1293,Sensory neurons-24-9,,2,
1294,Inh L1-6 VIP RCN1,,2,
1295,Neutrophils-38-4,,2,
1296,oligodendrocyte precursor cell,,2,
1297,Schwann cell 1,,2,
1298,Neural progenitor cells-9-19,,2,
1299,Neuron.Gad1Gad2.Scn4b,,2,
1300,committed proliferative nephron progenitor,,2,
1301,L6b Mup5,,2,
1302,Nr5a1/Adcyap1,,2,
1303,177_IT HATA,,2,
1304,Neuron.Gad1Gad2.Ndnf,,2,
1305,immature neuron 5,,2,
1306,Erythroid cell,,2,
1307,Granule neurons-28-9,,2,
1308,Excitatory neurons-5-13,,2,
1309,CD8+ T cell,,2,
1310,consensus molecular subtype 3,,2,
1311,Inhibitory neuron progenitors-18-11,,2,
1312,Sst/Nts,,2,
1313,Notochord cells-30-16,,2,
1314,227_L6 IT CTX,,2,
1315,Neurogenesis.Sox4.Stmn2-Csrp2,,2,
1316,Excitatory neurons-5-27,,2,
1317,Primitive erythroid lineage-26-1,,2,
1318,Neuron.Gad1Gad2.Hpcal4,,2,
1319,Non-neuronal,,2,
1320,Dorsal diencephalon,,2,
1321,83_Sst,,2,
1322,Definitive erythroid lineage-22-4,,2,
1323,Antigen presenting cell (RPS high),,2,
1324,committed nephron progenitor,,2,
1325,Epithelial cells-6-26,,2,
1326,Premature oligodendrocyte-19-11,,2,
1327,Intermediate Mesoderm-3-7,,2,
1328,Epithelial cells-6,,2,
1329,Inh L1-2 SST CCNJL,,2,
1330,Secretory epithelial cell,,2,
1331,Schwann cell precursor-23-23,,2,
1332,Inh L3 VIP CBLN1,,2,
1333,T_cell,,2,
1334,Neutrophils-38-1,,2,
1335,nephron progenitor cell B,,2,
1336,233_L6 IT ENTl,,2,
1337,medial ganglionic eminence neuron,,2,
1338,134_L2 IT RSP-ACA,,2,
1339,Neuron.Sc17a7.Calb1-Lpl-Cadm2,,2,
1340,Stromal cell,,2,
1341,Smooth muscle cells,,2,
1342,Glu NeuB,,2,
1343,Excitatory,,2,
1344,Vascular endothelial cells,,2,
1345,Exc L4-5 RORB HNRNPA1P46,,2,
1346,GCL-I,,2,
1347,PAX6,,2,
1348,Exc L4-6 RORB HPCA,,2,
1349,Epithelial cells-6-9,,2,
1350,lymphatic endothelial cell (Endo l),,2,
1351,Oligodendrocyte Progenitors-11-10,,2,
1352,Early mesenchyme-8-14,,2,
1353,Parstuber2A,,2,
1354,Inhibitory neurons-15-15,,2,
1355,90_Sst,,2,
1356,Schwann cell precursor-23-4,,2,
1357,prolifirating macrophage,,2,
1358,immature neuron 3,,2,
1359,Isthmic organizer cells-12-13,,2,
1360,Hindbrain serotoninergic,,2,
1361,319_SUB,,2,
1362,Diencephalic roof plate,,2,
1363,upper epithelial cell,,2,
1364,266_L5/6 NP CTX,,2,
1365,Oligodendrocyte.Tnf.Ptgds,,2,
1366,Stromal cells-16-6,,2,
1367,Postmitotic premature neurons-10-4,,2,
1368,pharyngeal mesoderm,,2,
1369,Meninges,,2,
1370,pDC,,2,
1371,B cell(Plasmocyte),,2,
1372,TEINH1,,2,
1373,Non-cycling microglia,,2,
1374,Epithelial cells-6-21,,2,
1375,332_CA1-ProS,,2,
1376,Hepatocytes-29-13,,2,
1377,Polydendrocyte.Tnr.Pdgfa-Tmem2,,2,
1378,Isthmic organizer cells-12-3,,2,
1379,Astro L1 FGFR3 SERPINI2,,2,
1380,Ependymocy1,,2,
1381,SA-a,,2,
1382,Mossy-Cyp26b1,,2,
1383,Roof plate,,2,
1384,Definitive erythroid lineage-22-6,,2,
1385,Oligodendrocyte Progenitors-11-18,,2,
1386,Mural.Acta2Rgs5.Fos,,2,
1387,Neuron.Slc17a7.Syt6-Nefm,,2,
1388,Osteoblasts-17,,2,
1389,Mitotic.MkI67,,2,
1390,Lens-37-2,,2,
1391,White blood cells-31-14,,2,
1392,Neuron.Gad1Gad2.Drd1-Otof-Lmo2,,2,
1393,Definitive endoderm,,2,
1394,Schwann cells,,2,
1395,Neuron.Slc17a7.Fibcd1-Nrip3,,2,
1396,unassigned(2),,2,
1397,Inh L1-6 LAMP5 AARD,,2,
1398,Neuron.Slc17a7-Slc17a8.Fezf2-Slc17a8,,2,
1399,Bergmann glia,,2,
1400,Chondroctye progenitors-21-11,,2,
1401,353_CA3-ve,,2,
1402,stromal cel type 2b,,2,
1403,Forebrain GABAergic neuron,,2,
1404,oMGE.100.PDGFRA,,2,
1405,Fetal epithelial progenitor,,2,
1406,GlioB,,2,
1407,Inh L5-6 SST FBN2,,2,
1408,Neuron.Slc17a7.Dcn-Camk2d,,2,
1409,Inh L1-6 SST NPY,,2,
1410,Cardiac muscle lineages-34-13,,2,
1411,Radial glia-7-8,,2,
1412,Astrocyte.Gja1.Notum,,2,
1413,320_SUB,,2,
1414,Hepatocytes-29-3,,2,
1415,neuronal cell,,2,
1416,pericyte,,2,
1417,Cortex_L5,,2,
1418,"Sst Cdk6, Sst Cbln4",,2,
1419,TEGLU23,,2,
1420,prolifirating stroma progenitor,,2,
1421,Neuron.Gad1Gad2-Chat.Synpr-Slc5a7,,2,
1422,Pancreas primordium,,2,
1423,Neuron.Slc17a7.Nptxr-Calb1,,2,
1424,L4 IT,,2,
1425,Schwann cell precursor-23-19,,2,
1426,induced day 9 dendritic cell,,2,
1427,L6a Car12,,2,
1428,Intermediate Mesoderm-3-8,,2,
1429,HBGLU7,,2,
1430,Neural progenitor cells,,2,
1431,325_ProS,,2,
1432,Inh L1 VIP PCDH20,,2,
1433,White blood cells-31-6,,2,
1434,Exc L5-6 THEMIS GPR21,,2,
1435,nMGE.54.GAD1,,2,
1436,consensus molecular subtype 2 epithelial cell,,2,
1437,Jaw and tooth progenitors-4,,2,
1438,MEINH8,,2,
1439,Neural Tube-14-3,,2,
1440,Postmitotic premature neurons-10-18,,2,
1441,Mast cell,,2,
1442,Jaw and tooth progenitors-4-1,,2,
1443,Hindbrain floor plate,,2,
1444,Schwann cell precursor-23-3,,2,
1445,granule cell 0,,2,
1446,Endothelial_Stalk.Flt1.Gm9946,,2,
1447,Exc L3 LINC00507 CTXN3,,2,
1448,Osteoblasts-17-13,,2,
1449,VIP-expressing interneuron,,2,
1450,olfactory epithelial cell,,2,
1451,Intermediate Mesoderm-3-3,,2,
1452,Endo L2-5 NOSTRIN SRGN,,2,
1453,L2/3 IT,,2,
1454,Connective tissue progenitors-1-9,,2,
1455,L5,,2,
1456,Inh L1-6 LAMP5 CA1,,2,
1457,Inh L5-6 SST ISX,,2,
1458,Smooth muscle,,2,
1459,Inh L2-6 VIP VIP,,2,
1460,Inh L5 SST RPL35AP11,,2,
1461,Enteric neurons,,2,
1462,Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Kcnh8,,2,
1463,Radial glia-7,,2,
1464,mast,,2,
1465,Neutrophils-38-2,,2,
1466,Myocytes-13-5,,2,
1467,125_L2 IT APr,,2,
1468,23_Sncg,,2,
1469,olfactory epithelial gland cell,,2,
1470,65_Sst Chodl,,2,
1471,Connective tissue progenitors-1-1,,2,
1472,maternal endothelial cell (Endo m),,2,
1473,"L6 Syt17, L5a Syt17",,2,
1474,189_L4/5 IT CTX,,2,
1475,Exc L4 RORB CACNG5,,2,
1476,Neuron.Gad1Gad2.Six3-Sst,,2,
1477,Sst Myh8,,2,
1478,Cholinergic neurons-33-1,,2,
1479,Radial glia-7-9,,2,
1480,Hepatocytes-29-7,,2,
1481,Oligodendrocyte.Tfr.Il33,,2,
1482,"L4 Scnn1a, L4 Sparcl1",,2,
1483,MARCOpos macrophage,,2,
1484,Eye,,2,
1485,renal vesicle,,2,
1486,Polydendrocyte.Tnr.Ctps,,2,
1487,Inh L1 VIP KLHDC8B,,2,
1488,Muc5b+ Scgb1c1+ goblet cell,,2,
1489,Endothelial_Tip.Dcn.Ifitm1,,2,
1490,Postmitotic premature neurons-10-6,,2,
1491,Sst_Clstn2,,2,
1492,Jaw and tooth progenitors-4-14,,2,
1493,146_L2 IT ENTm,,2,
1494,Olfactory inhibitory neurons,,2,
1495,proliferating neural progenitor cell 5,,2,
1496,Neuron.Slc17a7.Syt6-Slc24a2,,2,
1497,Neuroblast,,2,
1498,kidney interstitial cell 12,,2,
1499,180_L4 IT CTX,,2,
1500,innate lymphocyte-like cell,,2,
1501,Postmitotic premature neurons-10-10,,2,
1502,Exc L5-6 THEMIS THTPA,,2,
1503,Chondroctye progenitors-21-3,,2,
1504,Neuron.Slc17a7.C1ql2-Cck,,2,
1505,Isthmic organizer cells-12-6,,2,
1506,"L5 Ucma, L5a Fam5c",,2,
1507,Hypothalamus glutamatergic,,2,
1508,glandular epithelial cell (Epi1),,2,
1509,Neuron.Gad1Gad2.Col25a1,,2,
1510,Neural progenitor cells-9-23,,2,
1511,L6 IT ENTl,,2,
1512,Ventromedial hypothalamus GABAergic neuron,,2,
1513,Astrocyte.Gja1.Sparc,,2,
1514,Caudal,,2,
1515,Neuron.Slc17a7-Slc17a6.Calb1-Rorb-Il1rapl2,,2,
1516,L5a Syt17,,2,
1517,11_Lamp5,,2,
1518,210_L5/6 IT TPE-ENT,,2,
1519,olfactory ensheathing cell,,2,
1520,"GABAergic neuron of primary visual area, layer 1 to 4",,2,
1521,aNSC+TAC+NB,,2,
1522,Cholinergic neurons-33-2,,2,
1523,Neuron.Slc17a6-Slc17a7-Slc17a8.Fezf2.Slc17a8,,2,
1524,cancer associated fibroblast 1,,2,
1525,Postmitotic premature neurons-10-11,,2,
1526,"glutamatergic neuron of primary visual area, layer 5",,2,
1527,epithelial progenitor cell of large intestine,,2,
1528,hepatocyte,,2,
1529,L2/3 IT ENTl,,2,
1530,37_Sncg,,2,
1531,321_SUB,,2,
1532,Neural progenitor cells-9-24,,2,
1533,Neuron.Slc17a7.Tac2.Chat,,2,
1534,Neuron.Slc17a7.Nxph3-Cplx3-Hs6st2,,2,
1535,Hepatocytes-29-8,,2,
1536,Postmitotic premature neurons-10-7,,2,
1537,"Pvalb Tpbg, Pvalb Tacr3",,2,
1538,pancreatic B cell,,2,
1539,Ndnf,,2,
1540,136_L3 IT ENTm,,2,
1541,SEZ,,2,
1542,Neuron.Gad1Gad2_Pvalb.Pvalb-Megf11,,2,
1543,Excitatory neurons-5-4,,2,
1544,374_Oligo,,2,
1545,Cardiac muscle lineages-34-9,,2,
1546,Neuron.Slc17a7.Fibcd1-Grm5,,2,
1547,L5a,,2,
1548,Sst Th,,2,
1549,Inh L6 SST NPY,,2,
1550,Neuron.Gad1Gad2.Pnoc,,2,
1551,calretinin neuron,,2,
1552,22_Sncg,,2,
1553,Glutamatergic,,2,
1554,Melanocytes-36-10,,2,
1555,Neuron.Gad1Gad2.Otx2,,2,
1556,Cholinergic neurons-33-4,,2,
1557,gamma,,2,
1558,281_L6 CT CTX,,2,
1559,proliferating neural progenitor cell 4 - astrocyte,,2,
1560,early glomerular visceral epithelial cell 4,,2,
1561,Exc L3-5 RORB HSPB3,,2,
1562,Gad1Gad2_Htr3a.Efba5,,2,
1563,ipMGE.54.ST18,,2,
1564,conventional dendritic cell type 1,,2,
1565,Astrocyte.Gja1.Cst3,,2,
1566,Isthmic organizer cells-12-4,,2,
1567,arterially-primed endothelial cell,,2,
1568,Chondroctye progenitors-21-14,,2,
1569,Notochord cells-30-14,,2,
1570,8_Lamp5 Lhx6,,2,
1571,31_Sncg,,2,
1572,382_SMC-Peri,,2,
1573,unclassified endocrine cell,,2,
1574,Cardiac muscle lineages-34,,2,
1575,Neuron.Gad1Gad2.Sema3e,,2,
1576,Exc L3-5 FEZF2 ASGR2,,2,
1577,decidual natural killer cell (dNK1),,2,
1578,Osteoblasts-17-9,,2,
1579,Oligodendrocyte Progenitors-11-14,,2,
1580,Inh L2-5 PVALB HHIPL1,,2,
1581,Chondrocytes & osteoblasts,,2,
1582,Schwann cell precursor-23-21,,2,
1583,nCTX.54.CORT,,2,
1584,paneth-like cell,,2,
1585,Exc L5 FEZF2 SCN7A,,2,
1586,148_L2 IT ENTm,,2,
1587,Neuron.Slc17a7.Nxph3-Hpcal1-Tpbg,,2,
1588,L2/3 IT RHP,,2,
1589,IN thalamus,,2,
1590,164_L2/3 IT CTX,,2,
1591,Inh L1-2 VIP WNT4,,2,
1592,Forebrain radial glia cell,,2,
1593,Kidney intercalated cell,,2,
1594,Exc L5-6 THEMIS OR1J1,,2,
1595,Astro L1 FGFR3 MT1G,,2,
1596,Mossy-Adcyap1,,2,
1597,Notochord cells-30-12,,2,
1598,Neuron.Slc17a6.Tcf7l2,,2,
1599,Cartilage primordium,,2,
1600,anti-inflammatory myeloid cell,,2,
1601,Schwann cell precursor-23-11,,2,
1602,Spermicyte,,2,
1603,191_L4/5 IT CTX,,2,
1604,Excitatory neurons-5-14,,2,
1605,Neuron.Sc17a7.Calb1-Otof,,2,
1606,pMGE.54.CRABP2,,2,
1607,Notochord cells-30-5,,2,
1608,DGGRC2,,2,
1609,Neuron.Slc17a6.Grp,,2,
1610,Osteoblasts-17-4,,2,
1611,Exc L6 FEZF2 POGK,,2,
1612,proximal S shaped body cell,,2,
1613,Th/Cxcl12,,2,
1614,Early mesenchyme-8-19,,2,
1615,Osteoblasts-17-5,,2,
1616,Inh L1-3 PAX6 NABP1,,2,
1617,early enterocyte progenitor,,2,
1618,neurogliaform cell of primary visual cortex,,2,
1619,Inh L1 LAMP5 GGT8P,,2,
1620,Ectoderm,,2,
1621,317_L6b CTX,,2,
1622,cardiomyocyte,,2,
1623,Stromal cells-16-9,,2,
1624,Endothelial_Tip.Dcn.Col15a1,,2,
1625,Schwann cell precursor-23-2,,2,
1626,Proximal tubule progenitor,,2,
1627,Ependymal cell-32-11,,2,
1628,Inh L5-6 SST KLHL14,,2,
