id,title,description,topic,source,data_pubdate,data_source_url,source_project_id,status
209,Single cell RNA-seq before and after salt treatment in Saccharomyces cerevisiae,"From bacteria to humans, individual cells within isogenic populations can show significant variation in stress tolerance, but the nature of this heterogeneity is not clear. To investigate this, we used single-cell RNA sequencing to quantify transcript heterogeneity in single Saccharomyces cerevisiae cells treated with and without salt stress to explore population variation and identify cellular covariates that influence the stress-responsive transcriptome. Leveraging the extensive knowledge of yeast transcriptional regulation, we uncovered significant regulatory variation in individual yeast cells, both before and after stress. We also discovered that a subset of cells appears to decouple expression of ribosomal protein genes from the environmental stress response in a manner partly correlated with the cell cycle but unrelated to the yeast ultradian metabolic cycle. Live-cell imaging of cells expressing pairs of fluorescent regulators, including the transcription factor Msn2 with Dot6, Sfp1, or MAP kinase Hog1, revealed both coordinated and decoupled nucleocytoplasmic shuttling. Together with transcriptomic analysis, our results suggest that cells maintain a cellular filter against decoupled bursts of transcription factor activation but mount a stress response upon coordinated regulation, even in a subset of unstressed cells.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-102475/result,E-GEOD-102475,0
210,Single cell RNA-seq of human LNCaP prostate carcinoma cells cultured in the absence and presence of androgen for 12 hours,"Increasing evidence suggests the presence of minor cell subpopulations in prostate cancer that are androgen independent and poised for selection as dominant clones after androgen deprivation therapy. In this study, we investigated this phenomenon by stratifying cell subpopulations based on transcriptome profiling of 144 single LNCaP prostate cancer cells treated or untreated with androgen after cell-cycle synchronization. Model-based clustering of 397 differentially expressed genes identified eight potential subpopulations of LNCaP cells, revealing a previously unappreciable level of cellular heterogeneity to androgen stimulation. One subpopulation displayed stem-like features with a slower cell doubling rate, increased sphere formation capability, and resistance to G2-M arrest induced by a mitosis inhibitor. Advanced growth of this subpopulation was associated with enhanced expression of 10 cell-cycle-related genes (CCNB2, DLGAP5, CENPF, CENPE, MKI67, PTTG1, CDC20, PLK1, HMMR, andCCNB1) and decreased dependence upon androgen receptor signaling.In silicoanalysis of RNA-seq data from The Cancer Genome Atlas further demonstrated that concordant upregulation of these genes was linked to recurrent prostate cancers. Analysis of receiver operating characteristic curves implicates aberrant expression of these genes and could be useful for early identification of tumors that subsequently develop biochemical recurrence. Moreover, this single-cell approach provides a better understanding of how prostate cancer cells respond heterogeneously to androgen deprivation therapies and reveals characteristics of subpopulations resistant to this treatment.Significance:Illustrating the challenge in treating cancers with targeted drugs, which by selecting for drug resistance can drive metastatic progression, this study characterized the plasticity and heterogeneity of prostate cancer cells with regard to androgen dependence, defining the character or minor subpopulations of androgen-independent cells that are poised for clonal selection after androgen-deprivation therapy.Cancer Res; 78(4); 853-64. ©2017 AACR.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-99795/result,E-GEOD-99795,1
211,Single cell RNA sequencing of murine basophil/mast cell progenitors and granulocyte/monocyte progenitors,"Hematopoietic stem and progenitor cells (HSPCs) maintain the adult blood system, and their dysregulation causes a multitude of diseases. However, the differentiation journeys toward specific hematopoietic lineages remain ill defined, and system-wide disease interpretation remains challenging. Here, we have profiled 44 802 mouse bone marrow HSPCs using single-cell RNA sequencing to provide a comprehensive transcriptional landscape with entry points to 8 different blood lineages (lymphoid, megakaryocyte, erythroid, neutrophil, monocyte, eosinophil, mast cell, and basophil progenitors). We identified a common basophil/mast cell bone marrow progenitor and characterized its molecular profile at the single-cell level. Transcriptional profiling of 13 815 HSPCs from the c-Kit mutant (W41/W41) mouse model revealed the absence of a distinct mast cell lineage entry point, together with global shifts in cell type abundance. Proliferative defects were accompanied by reducedMycexpression. Potential compensatory processes included upregulation of the integrated stress response pathway and downregulation of proapoptotic gene expression in erythroid progenitors, thus providing a template of how large-scale single-cell transcriptomic studies can bridge between molecular phenotypes and quantitative population changes.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-106973/result,E-GEOD-106973,1
212,Single-cell RNA-seq of Pdgfra+/Sca1+/Cd31- mouse cardiac cells,"Besides cardiomyocytes (CM), the heart contains numerous interstitial cell types which play key roles in heart repair, regeneration and disease, including fibroblast, vascular and immune cells. However, a comprehensive understanding of this interactive cell community is lacking. We performed single-cell RNA-sequencing of the total non-CM fraction and enriched (Pdgfra-GFP+) fibroblast lineage cells from murine hearts at days 3 and 7 post-sham or myocardial infarction (MI) surgery. Clustering of >30,000 single cells identified >30 populations representing nine cell lineages, including a previously undescribed fibroblast lineage trajectory present in both sham and MI hearts leading to a uniquely activated cell state defined in part by a strong anti-WNT transcriptome signature. We also uncovered novel myofibroblast subtypes expressing either pro-fibrotic or anti-fibrotic signatures. Our data highlight non-linear dynamics in myeloid and fibroblast lineages after cardiac injury, and provide an entry point for deeper analysis of cardiac homeostasis, inflammation, fibrosis, repair and regeneration.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-7365/result,E-MTAB-7365,1
213,Tracing pluripotency of human early embryos and embryonic stem cells by single cell RNA-seq,"Measuring gene expression in individual cells is crucial for understanding the gene regulatory network controlling human embryonic development. Here we apply single-cell RNA sequencing (RNA-Seq) analysis to 124 individual cells from human preimplantation embryos and human embryonic stem cells (hESCs) at different passages. The number of maternally expressed genes detected in our data set is 22,687, including 8,701 long noncoding RNAs (lncRNAs), which represents a significant increase from 9,735 maternal genes detected previously by cDNA microarray. We discovered 2,733 novel lncRNAs, many of which are expressed in specific developmental stages. To address the long-standing question whether gene expression signatures of human epiblast (EPI) and in vitro hESCs are the same, we found that EPI cells and primary hESC outgrowth have dramatically different transcriptomes, with 1,498 genes showing differential expression between them. This work provides a comprehensive framework of the transcriptome landscapes of human early embryos and hESCs.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-36552/result,E-GEOD-36552,1
214,Lineage-dependent spatial and functional organisation of the mammalian enteric nervous system,"The enteric nervous system (ENS) is essential for digestive function and gut homeostasis. Here we show that the amorphous neuroglia networks of the mouse ENS are composed of overlapping clonal units founded by postmigratory neural crest-derived progenitors. The spatial configuration of ENS clones depends on proliferation-driven local interactions of ENS progenitors with lineally unrelated neuroectodermal cells, the ordered colonization of the serosa-mucosa axis by clonal descendants, and gut expansion. Single-cell transcriptomics and mutagenesis analysis delineated dynamic molecular states of ENS progenitors and identified RET as a regulator of neurogenic commitment. Clonally related enteric neurons exhibit synchronous activity in response to network stimulation. Thus, lineage relationships underpin the organization of the peripheral nervous system.",neuroscience,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-5553/result,E-MTAB-5553,1
215,Single-cell RNAseq of Human T lymphocyte derived from H7N9 infected patients,"Severe influenza A virus (IAV) infection is associated with immune dysfunction. Here, we show circulating CD8+T-cell profiles from patients hospitalized with avian H7N9, seasonal IAV, and influenza vaccinees. Patient survival reflects an early, transient prevalence of highly activated CD38+HLA-DR+PD-1+CD8+T cells, whereas the prolonged persistence of this set is found in ultimately fatal cases. Single-cell T cell receptor (TCR)-αβ analyses of activated CD38+HLA-DR+CD8+T cells show similar TCRαβ diversity but differential clonal expansion kinetics in surviving and fatal H7N9 patients. Delayed clonal expansion associated with an early dichotomy at a transcriptome level (as detected by single-cell RNAseq) is found in CD38+HLA-DR+CD8+T cells from patients who succumbed to the disease, suggesting a divergent differentiation pathway of CD38+HLA-DR+CD8+T cells from the outset during fatal disease. Our study proposes that effective expansion of cross-reactive influenza-specific TCRαβ clonotypes with appropriate transcriptome signatures is needed for early protection against severe influenza disease.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6379/result,E-MTAB-6379,1
216,Single-cell transcriptome profiling for metastatic renal cell carcinoma patient-derived cells and xenografts,"Background:Intratumoral heterogeneity hampers the success of marker-based anticancer treatment because the targeted therapy may eliminate a specific subpopulation of tumor cells while leaving others unharmed. Accordingly, a rational strategy minimizing survival of the drug-resistant subpopulation is essential to achieve long-term therapeutic efficacy.Results:Using single-cell RNA sequencing (RNA-seq), we examine the intratumoral heterogeneity of a pair of primary renal cell carcinoma and its lung metastasis. Activation of drug target pathways demonstrates considerable variability between the primary and metastatic sites, as well as among individual cancer cells within each site. Based on the prediction of multiple drug target pathway activation, we derive a combinatorial regimen co-targeting two mutually exclusive pathways for the metastatic cancer cells. This combinatorial strategy shows significant increase in the treatment efficacy over monotherapy in the experimental validation using patient-derived xenograft platforms in vitro and in vivo.Conclusions:Our findings demonstrate the investigational application of single-cell RNA-seq in the design of an anticancer regimen. The approach may overcome intratumoral heterogeneity which hampers the success of precision medicine.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-CURD-10/result,E-CURD-10,1
217,Single cell RNA-sequencing of PBMC derived B cells from human healthy donor,"Motivation: The B-cell receptor (BCR) performs essential functions for the adaptive immune system including recognition of pathogen-derived antigens. The vast repertoire and adaptive variation of BCR sequences due to V(D)J recombination and somatic hypermutation necessitates single-cell characterization of BCR sequences. Single-cell RNA sequencing presents the opportunity for simultaneous capture of paired BCR heavy and light chains and the transcriptomic signature.
Result: We developed VDJPuzzle, a novel bioinformatic tool that reconstructs productive, full-length B-cell receptor sequences of both heavy and light chains and extract somatic mutations on the VDJ region. VDJPuzzle successfully reconstructed BCRs from 100% (n=117) human and 96.5% (n=200) murine B cells. The reconstructed BCRs were successfully validated with single-cell Sanger sequencing.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6386/result,E-MTAB-6386,1
218,Single cell RNA-seq of female rat ventral mesenchymal pad and adjacent urethra,"Prostate organogenesis involves epithelial growth controlled by inductive signalling from specialised mesenchymal subsets. To identify pathways active in mesenchyme we used tissue and single cell transcriptomics to define mesenchymal subsets and subset-specific transcript expression. We documented transcript expression using Tag-seq and RNA-seq in female rat Ventral Mesenchymal Pad (VMP) as well as adjacent urethra comprised of smooth muscle and peri-urethral mesenchyme. Transcripts enriched in female VMP were identified with Tag-seq of microdissected tissue, RNA-seq of cell populations, and single cells. We identified 400 transcripts as enriched in the VMP using bio-informatic comparisons of Tag-seq and RNA-seq data, and 44 were confirmed by single cell RNA-seq. Cell subset analysis showed that VMP and adjacent mesenchyme were composed of distinct cell types and that each tissue contained two subgroups. Markers for these subgroups were highly subset specific. Thirteen transcripts were validated by qPCR to confirm cell specific expression in microdissected tissues, as well as expression in neonatal prostate. Immunohistochemical staining demonstrated that Ebf3 and Meis2 showed a restricted expression pattern in female VMP and prostate mesenchyme. We conclude that prostate inductive mesenchyme shows limited cellular heterogeneity and that transcriptomic analysis identified new mesenchymal subset transcripts associated with prostate organogenesis.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-103011/result,E-GEOD-103011,0
219,Determining single-cell mRNA expression profiles of a specific population isolated from zebrafish embryos at 10 hours post fertilization,"Stable zebrafish cell lines were created that expressed GFP under the control of a previously characterized mouse Smarcd3 enhancer (10.7554/eLife.03848). Specifically, the 2.7 kb Mouse Smarcd3-F6 sequence (chr5: 24113559 -24116342 from mm9 assembly) was sub-cloned from a gateway entry vector into the Zebrafish Enhancer Detection (ZED). Tol2-mediated transgenesis was performed and stable lines were created. The Smarcd3-F6:EGFPhsc70 allele was used for all genomics experiments. Smarcd3-F6:EGFPhsc70 embryos were dissociated at 10 hours post fertilization for fluorescent activated cell sorting (FACS) to collect GFP+ cells. Single-cell cDNA libraries were prepared using Fluidgim C1 system ((Fluidgim, PN 100-7168 Rev. B1)). 96 single-cell libraries were collected from three batches of experiments and sequenced on the Illumina HiSeq 2500 platform. Data from 92 cells (number of genes detected > 2000) were kept for clustering analysis. For the tube control experiments we performed mRNA-seq on ~4000 cells from the same embryo batches as the scRNA-seq experiments. GFP negative cells were also included to enable a GFP+ versus GFP- comparison.  Libraries were made following the Fluidgim C1 mRNA-seq tube control protocol (Fluidgim, PN 100-7168 Rev. B1). Polyadenylated mRNA was captured by Oligo-dT primers and PCR amplified after reverse transcription. Final sequencing libraries were made using Nextera XT DNA Sample Preparation Kit and pair-end sequenced on the Illumina HiSeq 2500 platform.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6077/result,E-MTAB-6077,0
220,Transcriptomic characterization of the human cell cycle in individual unsynchronized cells,"The highly fine-tuned dynamics of cell cycle gene expression have been intensely studied for several decades. However, some previous observations may be difficult to fully decouple from artifacts induced by traditional cell synchronization procedures. In addition, bulk cell measurements may have disguised intricate details. Here, we address this by sorting and transcriptomic sequencing of single cells progressing through the cell cycle without prior synchronization. Genes and pathways with known cell cycle roles are confirmed, associated regulatory sequence motifs are determined, and we also establish ties between other biological processes and the unsynchronized cell cycle. Importantly, we find the G1 phase to be surprisingly heterogeneous, with transcriptionally distinct early and late time points. We additionally note that mRNAs accumulate to reach maximum total levels at mitosis and find that stable transcripts show reduced cell-to-cell variability, consistent with the transcriptional burst model of gene expression. Our study provides the first detailed transcriptional profiling of an unsynchronized human cell cycle.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6142/result,E-MTAB-6142,1
221,Single cell RNA-sequencing of primary mouse neural plate border stem cells,"We report the direct reprogramming of both adult human fibroblasts and blood cells into induced neural plate border stem cells (iNBSCs) by ectopic expression of four neural transcription factors. Self-renewing, clonal iNBSCs can be robustly expanded in defined media while retaining multilineage differentiation potential. They generate functional cell types of neural crest and CNS lineages and could be used to model a human pain syndrome via gene editing of SCN9A in iNBSCs. NBSCs can also be derived from human pluripotent stem cells and share functional and molecular features with NBSCs isolated from embryonic day 8.5 (E8.5) mouse neural folds. Single-cell RNA sequencing identified the anterior hindbrain as the origin of mouse NBSCs, with human iNBSCs sharing a similar regional identity. In summary, we identify embryonic NBSCs and report their generation by direct reprogramming in human, which may facilitate insights into neural development and provide a neural stem cell source for applications in regenerative medicine.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6925/result,E-MTAB-6925,1
222,Single-cell RNA sequencing of VE-Cadherin+ cells isolated from mouse E10.5 aorta-gonad-mesonephros region,"The endothelial to haematopoietic transition (EHT) is the process whereby haemogenic endothelium differentiates into haematopoietic stem and progenitor cells (HSPCs). The intermediary steps of this process are unclear, in particular the identity of endothelial cells that give rise to HSPCs is unknown. Using single-cell transcriptome analysis and antibody screening, we identify CD44 as a marker of EHT enabling us to isolate robustly the different stages of EHT in the aorta-gonad-mesonephros (AGM) region. This allows us to provide a detailed phenotypical and transcriptional profile of CD44-positive arterial endothelial cells from which HSPCs emerge. They are characterized with high expression of genes related to Notch signalling, TGFbeta/BMP antagonists, a downregulation of genes related to glycolysis and the TCA cycle, and a lower rate of cell cycle. Moreover, we demonstrate that by inhibiting the interaction between CD44 and its ligand hyaluronan, we can block EHT, identifying an additional regulator of HSPC development..",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6987/result,E-MTAB-6987,1
223,Single cell RNA-sequencing of Spike-ins and mESC using Smart-Seq2  on C1 System,"Single-cell RNA sequencing (scRNA-seq) has become an established and powerful method to investigate transcriptomic cell-to-cell variation, thereby revealing new cell types and providing insights into developmental processes and transcriptional stochasticity. A key question is how the variety of available protocols compare in terms of their ability to detect and accurately quantify gene expression. Here, we assessed the protocol sensitivity and accuracy of many published data sets, on the basis of spike-in standards and uniform data processing. For our workflow, we developed a flexible tool for counting the number of unique molecular identifiers (https://github.com/vals/umis/). We compared 15 protocols computationally and 4 protocols experimentally for batch-matched cell populations, in addition to investigating the effects of spike-in molecular degradation. Our analysis provides an integrated framework for comparing scRNA-seq protocols.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-5485/result,E-MTAB-5485,1
224,Single-cell RNA-seq of de-differentiated mammary adipocytes during lactation,"Adipose tissue in the mammary gland undergoes dramatic remodeling during reproduction. Adipocytes are replaced by mammary alveolar structures during pregnancy and lactation, then reappear upon weaning. The fate of the original adipocytes during lactation and the developmental origin of the re-appearing adipocyte post involution are unclear. Here, we reveal that adipocytes in the mammary gland de-differentiate into Pdgfrα+preadipocyte- and fibroblast-like cells during pregnancy and remain de-differentiated during lactation. Upon weaning, de-differentiated fibroblasts proliferate and re-differentiate into adipocytes. This cycle occurs over multiple pregnancies. These observations reveal the potential of terminally differentiated adipocytes to undergo repeated cycles of de-differentiation and re-differentiation in a physiological setting.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6818/result,E-MTAB-6818,1
225,Single cell RNA-seq of isolated human foetal L/M-opsin cone photoreceptor populations labelled using the AAV2/9.pR2.1.GFP reporter,"Loss of cone photoreceptors, crucial for daylight vision, has the greatest impact on sight in retinal degeneration. Transplantation of stem cell-derived L/M-opsin cones, which form 90% of the human cone population, could provide a feasible therapy to restore vision. However, transcriptomic similarities between fetal and stem cell-derived cones remain to be defined, in addition to development of cone cell purification strategies. Here, we report an analysis of the human L/M-opsin cone photoreceptor transcriptome using an AAV2/9.pR2.1:GFP reporter. This led to the identification of a cone-enriched gene signature, which we used to demonstrate similar gene expression between fetal and stem cell-derived cones. We then defined a cluster of differentiation marker combination that, when used for cell sorting, significantly enriches for cone photoreceptors from the fetal retina and stem cell-derived retinal organoids, respectively. These data may facilitate more efficient isolation of human stem cell-derived cones for use in clinical transplantation studies.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6058/result,E-MTAB-6058,1
226,Single cell RNA-seq of circulating breast cancer cells from 19 women with ER+/HER2- primary tumours,"Circulating tumour cells in women with advanced oestrogen-receptor (ER)-positive/human epidermal growth factor receptor 2 (HER2)-negative breast cancer acquire a HER2-positive subpopulation after multiple courses of therapy. In contrast to HER2-amplified primary breast cancer, which is highly sensitive to HER2-targeted therapy, the clinical significance of acquired HER2 heterogeneity during the evolution of metastatic breast cancer is unknown. Here we analyse circulating tumour cells from 19 women with ER+/HER2-primary tumours, 84% of whom had acquired circulating tumour cells expressing HER2. Cultured circulating tumour cells maintain discrete HER2+and HER2-subpopulations: HER2+circulating tumour cells are more proliferative but not addicted to HER2, consistent with activation of multiple signalling pathways; HER2-circulating tumour cells show activation of Notch and DNA damage pathways, exhibiting resistance to cytotoxic chemotherapy, but sensitivity to Notch inhibition. HER2+and HER2-circulating tumour cells interconvert spontaneously, with cells of one phenotype producing daughters of the opposite within four cell doublings. Although HER2+and HER2-circulating tumour cells have comparable tumour initiating potential, differential proliferation favours the HER2+state, while oxidative stress or cytotoxic chemotherapy enhances transition to the HER2-phenotype. Simultaneous treatment with paclitaxel and Notch inhibitors achieves sustained suppression of tumorigenesis in orthotopic circulating tumour cell-derived tumour models. Together, these results point to distinct yet interconverting phenotypes within patient-derived circulating tumour cells, contributing to progression of breast cancer and acquisition of drug resistance.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-75367/result,E-GEOD-75367,1
227,Transcriptomic profiling of antigen-specific T cells at the single-cell level after clearance of hepatitis C virus,"Heterogeneity of T cells is a hallmark of a successful adaptive immune response, harnessing the vast diversity of antigen-specific T cells into a coordinated evolution of effector and memory outcomes. The T cell receptor (TCR) repertoire is highly diverse to account for the highly heterogeneous antigenic world. During the response to a virus multiple individual clones of antigen specific CD8+ (Ag-specific) T cells can be identified against a single epitope and multiple epitopes are recognised. Advances in single-cell technologies have provided the potential to study Ag-specific T cell heterogeneity at both surface phenotype and transcriptome levels, thereby allowing investigation of the diversity within the same apparent sub-population. We propose a new method (VDJPuzzle) to reconstruct the native TCRαβ from single cell RNA-seq data of Ag-specific T cells and then to link these with the gene expression profile of individual cells. We applied this method using rare Ag-specific T cells isolated from peripheral blood of a subject who cleared hepatitis C virus infection. We successfully reconstructed productive TCRαβ in 56 of a total of 63 cells (89%), with double α and double β in 18, and 7% respectively, and double TCRαβ in 2 cells. The method was validated via standard single cell PCR sequencing of the TCR. We demonstrate that single-cell transcriptome analysis can successfully distinguish Ag-specific T cell populations sorted directly from resting memory cells in peripheral blood and sorted after ex vivo stimulation. This approach allows a detailed analysis of the TCR diversity and its relationship with the transcriptional profile of different clones.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-4850/result,E-MTAB-4850,1
228,Single-cell RNA-seq analysis reveals ploidy-dependent and cell-specific transcriptome changes in Arabidopsis female gametophytes,"Background:Polyploidy provides new genetic material that facilitates evolutionary novelty, species adaptation, and crop domestication. Polyploidy often leads to an increase in cell or organism size, which may affect transcript abundance or transcriptome size, but the relationship between polyploidy and transcriptome changes remains poorly understood. Plant cells often undergo endoreduplication, confounding the polyploid effect.Results:To mitigate these effects, we select female gametic cells that are developmentally stable and void of endoreduplication. Using single-cell RNA sequencing (scRNA-seq) in Arabidopsis thaliana tetraploid lines and isogenic diploids, we show that transcriptome abundance doubles in the egg cell and increases approximately 1.6-fold in the central cell, consistent with cell size changes. In the central cell of tetraploid plants, DEMETER (DME) is upregulated, which can activate PRC2 family members FIS2 and MEA, and may suppress the expression of other genes. Upregulation of cell size regulators in tetraploids, including TOR and OSR2, may increase the size of reproductive cells. In diploids, the order of transcriptome abundance is central cell, synergid cell, and egg cell, consistent with their cell size variation. Remarkably, we uncover new sets of female gametophytic cell-specific transcripts with predicted biological roles; the most abundant transcripts encode families of cysteine-rich peptides, implying roles in cell-cell recognition during double fertilization.Conclusions:Transcriptome in single cells doubles in tetraploid plants compared to diploid, while the degree of change and relationship to the cell size depends on cell types. These scRNA-seq resources are free of cross-contamination and are uniquely valuable for advancing plant hybridization, reproductive biology, and polyploid genomics.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-50/result,E-ENAD-50,0
229,Functional germ line stem cells do not exist in adult mammalian ovaries,"Single-cell RNA-seq of DDX4 FACS sorted cells from ovarian cortical tissue. Regarding singe cell quality, genes were filtered based on a RPKM greater than or equal to 1 in at least one cell, where the RPKM cutoff was determined from histograms of number of expressed transcripts versus RPKM, and it was also sensible with respect to the number of molecules per RPKM estimated from the ERCC spike-in. Three clear outliers were observed in a principal component analysis and therefore removed from further analysis.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-2983/result,E-MTAB-2983,1
230,Single cell RNA-seq of Schistosoma mansoni stem cells from in vitro-transformed mother sporocysts,"Schistosomes are parasitic flatworms infecting hundreds of millions of people. These parasites alternate between asexual reproduction in molluscan hosts and sexual reproduction in mammalian hosts; short-lived, water-borne stages infect each host. Thriving in such disparate environments requires remarkable developmental plasticity, manifested by five body plans deployed throughout the parasite's life cycle. Stem cells inSchistosoma mansoniprovide a potential source for such plasticity; however, the relationship between stem cells from different life-cycle stages remains unclear, as does the origin of the germline, required for sexual reproduction. Here, we show that subsets of larvally derived stem cells are likely sources of adult stem cells and the germline. We also identify a novel gene that serves as the earliest marker for the schistosome germline, which emerges inside the mammalian host and is ultimately responsible for disease pathology. This work reveals the stem cell heterogeneity driving the propagation of the schistosome life cycle.",disease;immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-18/result,E-ENAD-18,0
231,Single-cell RNA-sequencing of FACS sorted single blood cells from Anopheles gambiae,"Mosquito blood cells are immune cells that help control infection by vector-borne pathogens. Despite their importance, little is known about mosquito blood cell biology beyond morphological and functional criteria used for their classification. Here, we combined the power of single-cell RNA sequencing, high-content imaging flow cytometry, and single-molecule RNA hybridization to analyze a subset of blood cells of the malaria mosquitoAnopheles gambiaeBy demonstrating that blood cells express nearly half of the mosquito transcriptome, our dataset represents an unprecedented view into their transcriptional program. Analyses of differentially expressed genes identified transcriptional signatures of two cell types and provide insights into the current classification of these cells. We further demonstrate the active transfer of a cellular marker between blood cells that may confound their identification. We propose that cell-to-cell exchange may contribute to cellular diversity and functional plasticity seen across biological systems.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-19/result,E-ENAD-19,0
232,Mouse Brain Serial Section 1 (Sagittal-Anterior),10x Genomics obtained fresh frozen mouse brain tissue (Strain C57BL/6)from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness from a sagittal slice of the anterior were placed on Visium Gene Expression Slides.,neuroscience,10X_website,02/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Mouse_Brain_Sagittal_Anterior,STDS0000018,1
233,Mouse Brain Serial Section 2 (Sagittal-Anterior),10x Genomics obtained fresh frozen mouse brain tissue (Strain C57BL/6)from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness from a sagittal slice of the anterior were placed on Visium Gene Expression Slides.,neuroscience,10X_website,02/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Mouse_Brain_Sagittal_Anterior_Section_2,STDS0000019,1
234,Mouse Brain Serial Section 2 (Sagittal-Posterior),10x Genomics obtained fresh frozen mouse brain tissue (Strain C57BL/6) from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness from a sagittal slice of the posterior were placed on Visium Gene Expression Slides.,neuroscience,10X_website,02/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Mouse_Brain_Sagittal_Posterior_Section_2,STDS0000020,1
235,Mouse Brain Serial Section 1 (Sagittal-Posterior),10x Genomics obtained fresh frozen mouse brain tissue (Strain C57BL/6) from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness from a sagittal slice of the posterior were placed on Visium Gene Expression Slides.,neuroscience,10X_website,02/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Mouse_Brain_Sagittal_Posterior,STDS0000021,1
236,Mouse Brain Section (Coronal),10x Genomics obtained fresh frozen mouse brain tissue (Strain C57BL/6)from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness from a slice of the coronal plane were placed on Visium Gene Expression Slides.,neuroscience,10X_website,02/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Adult_Mouse_Brain,STDS0000022,1
237,Mouse Kidney Section (Coronal),10x Genomics obtained fresh frozen mouse kidney tissue (Strain C57BL/6)from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness were placed on Visium Gene Expression Slides.,developmental_biology,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Mouse_Kidney,STDS0000023,1
238,Human Lymph Node,10x Genomics obtained fresh frozen human lymph node tissue from BioIVT Asterand Human Tissue Specimens. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness were placed on Visium Gene Expression Slides.,immunology,10X_website,12/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Human_Lymph_Node,STDS0000024,1
239,Human Heart,10x Genomics obtained fresh frozen human heart tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness were placed on Visium Gene Expression Slides.,developmental_biology,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Human_Heart,STDS0000025,1
