id,sample_id,project_id,experiment_id,species_id,species_ids,individual_id,name,description,species,cell_number,root_organ,organ,root_organ_ontology,organ_ontology,organ_note,source_sample_id,library_strategy,library_layout,library_selection,technology_name,technology_company,release_date,sequencer_name,sequencer_company,section_thickness,staining_protocol,RIN,DV200,reference_assembly
183681,SAM000183680,297,302,9606,9606,54782,RHP5284 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384100,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183682,SAM000183681,297,302,9606,9606,54783,RHP5285 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384101,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183683,SAM000183682,297,302,9606,9606,54784,RHP5286 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384102,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183684,SAM000183683,297,302,9606,9606,54785,RHP5287 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384103,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183685,SAM000183684,297,302,9606,9606,54786,RHP5288 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384104,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183686,SAM000183685,297,302,9606,9606,54787,RHP5289 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384105,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183687,SAM000183686,297,302,9606,9606,54788,RHP5290 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384106,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183688,SAM000183687,297,302,9606,9606,54789,RHP5291 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384107,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183689,SAM000183688,297,302,9606,9606,54790,RHP5292 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384108,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183690,SAM000183689,297,302,9606,9606,54791,RHP5293 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384109,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183691,SAM000183690,297,302,9606,9606,54792,RHP5294 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384110,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183692,SAM000183691,297,302,9606,9606,54793,RHP5295 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384111,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183693,SAM000183692,297,302,9606,9606,54794,RHP5296 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384112,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183694,SAM000183693,297,302,9606,9606,54795,RHP5297 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384113,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183695,SAM000183694,297,302,9606,9606,54796,RHP5298 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384114,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183696,SAM000183695,297,302,9606,9606,54797,RHP5299 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384115,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183697,SAM000183696,297,302,9606,9606,54798,RHP5300 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384116,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183698,SAM000183697,297,302,9606,9606,54799,RHP5301 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384117,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183699,SAM000183698,297,302,9606,9606,54800,RHP5302 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384118,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183700,SAM000183699,297,302,9606,9606,54801,RHP5303 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384119,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183701,SAM000183700,297,302,9606,9606,54802,RHP5304 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384120,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183702,SAM000183701,297,302,9606,9606,54803,RHP5305 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384121,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183703,SAM000183702,297,302,9606,9606,54804,RHP5306 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384122,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183704,SAM000183703,297,302,9606,9606,54805,RHP5307 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384123,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183705,SAM000183704,297,302,9606,9606,54806,RHP5308 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384124,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183706,SAM000183705,297,302,9606,9606,54807,RHP5309 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384125,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183707,SAM000183706,297,302,9606,9606,54808,RHP5310 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384126,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183708,SAM000183707,297,302,9606,9606,54809,RHP5311 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384127,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183709,SAM000183708,297,302,9606,9606,54810,RHP5312 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384128,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183710,SAM000183709,297,302,9606,9606,54811,RHP5313 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384129,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183711,SAM000183710,297,302,9606,9606,54812,RHP5314 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384130,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183712,SAM000183711,297,302,9606,9606,54813,RHP5315 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384131,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183713,SAM000183712,297,302,9606,9606,54814,RHP5316 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384132,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183714,SAM000183713,297,302,9606,9606,54815,RHP5317 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384133,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183715,SAM000183714,297,302,9606,9606,54816,RHP5318 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384134,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183716,SAM000183715,297,302,9606,9606,54817,RHP5319 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384135,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183717,SAM000183716,297,302,9606,9606,54818,RHP5320 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384136,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183718,SAM000183717,297,302,9606,9606,54819,RHP5321 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384137,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183719,SAM000183718,297,302,9606,9606,54820,RHP5322 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384138,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183720,SAM000183719,297,302,9606,9606,54821,RHP5323 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384139,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183721,SAM000183720,297,302,9606,9606,54822,RHP5324 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384140,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183722,SAM000183721,297,302,9606,9606,54823,RHP5325 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384141,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183723,SAM000183722,297,302,9606,9606,54824,RHP5326 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384142,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183724,SAM000183723,297,302,9606,9606,54825,RHP5327 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384143,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183725,SAM000183724,297,302,9606,9606,54826,RHP5328 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384144,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183726,SAM000183725,297,302,9606,9606,54827,RHP5329 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384145,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183727,SAM000183726,297,302,9606,9606,54828,RHP5330 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384146,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183728,SAM000183727,297,302,9606,9606,54829,RHP5331 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384147,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183729,SAM000183728,297,302,9606,9606,54830,RHP5332 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384148,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183730,SAM000183729,297,302,9606,9606,54831,RHP5333 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384149,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183731,SAM000183730,297,302,9606,9606,54832,RHP5334 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384150,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183732,SAM000183731,297,302,9606,9606,54833,RHP5335 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384151,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183733,SAM000183732,297,302,9606,9606,54834,RHP5336 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384152,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183734,SAM000183733,297,302,9606,9606,54835,RHP5337 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384153,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183735,SAM000183734,297,302,9606,9606,54836,RHP5338 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384154,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183736,SAM000183735,297,302,9606,9606,54837,RHP5339 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384155,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183737,SAM000183736,297,302,9606,9606,54838,RHP5340 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384156,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183738,SAM000183737,297,302,9606,9606,54839,RHP5341 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384157,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183739,SAM000183738,297,302,9606,9606,54840,RHP5342 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384158,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183740,SAM000183739,297,302,9606,9606,54841,RHP5343 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384159,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183741,SAM000183740,297,302,9606,9606,54842,RHP5344 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384160,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183742,SAM000183741,297,302,9606,9606,54843,RHP5345 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384161,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183743,SAM000183742,297,302,9606,9606,54844,RHP5346 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384162,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183744,SAM000183743,297,302,9606,9606,54845,RHP5347 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384163,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183745,SAM000183744,297,302,9606,9606,54846,RHP5348 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384164,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183746,SAM000183745,297,302,9606,9606,54847,RHP5349 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384165,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183747,SAM000183746,297,302,9606,9606,54848,RHP5350 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384166,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183748,SAM000183747,297,302,9606,9606,54849,RHP5351 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384167,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183749,SAM000183748,297,302,9606,9606,54850,RHP5352 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384168,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183750,SAM000183749,297,302,9606,9606,54851,RHP5353 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384169,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183751,SAM000183750,297,302,9606,9606,54852,RHP5354 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384170,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183752,SAM000183751,297,302,9606,9606,54853,RHP5355 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384171,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183753,SAM000183752,297,302,9606,9606,54854,RHP5356 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384172,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183754,SAM000183753,297,302,9606,9606,54855,RHP5357 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384173,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183755,SAM000183754,297,302,9606,9606,54856,RHP5358 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384174,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183756,SAM000183755,297,302,9606,9606,54857,RHP5359 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384175,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183757,SAM000183756,297,302,9606,9606,54858,RHP5360 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384176,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183758,SAM000183757,297,302,9606,9606,54859,RHP5361 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384177,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183759,SAM000183758,297,302,9606,9606,54860,RHP5362 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384178,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183760,SAM000183759,297,302,9606,9606,54861,RHP5363 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384179,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183761,SAM000183760,297,302,9606,9606,54862,RHP5364 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384180,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183762,SAM000183761,297,302,9606,9606,54863,RHP5365 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384181,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183763,SAM000183762,297,302,9606,9606,54864,RHP5366 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384182,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183764,SAM000183763,297,302,9606,9606,54865,RHP5367 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384183,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183765,SAM000183764,297,302,9606,9606,54866,RHP5368 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384184,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183766,SAM000183765,297,302,9606,9606,54867,RHP5369 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384185,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183767,SAM000183766,297,302,9606,9606,54868,RHP5370 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384186,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183768,SAM000183767,297,302,9606,9606,54869,RHP5371 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384187,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183769,SAM000183768,297,302,9606,9606,54870,RHP5372 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384188,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183770,SAM000183769,297,302,9606,9606,54871,RHP5373 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384189,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183771,SAM000183770,297,302,9606,9606,54872,RHP5374 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384190,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183772,SAM000183771,297,302,9606,9606,54873,RHP5375 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384191,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183773,SAM000183772,297,302,9606,9606,54874,RHP5376 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384192,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183774,SAM000183773,297,302,9606,9606,54875,RHP5377 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384193,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183775,SAM000183774,297,302,9606,9606,54876,RHP5378 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384194,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183776,SAM000183775,297,302,9606,9606,54877,RHP5379 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384195,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183777,SAM000183776,297,302,9606,9606,54878,RHP5380 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384196,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183778,SAM000183777,297,302,9606,9606,54879,RHP5381 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384197,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183779,SAM000183778,297,302,9606,9606,54880,RHP5382 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384198,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
183780,SAM000183779,297,302,9606,9606,54881,RHP5383 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5384199,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
