celltype_name	celltype_id	name_type
Neuron.Gad1Gad2.Grem	CTP0000707	name
Neuron.Gad1Gad2.Adora2a	CTP0002749	name
Polydendrocyte.Tnr.Pdgfa-Tmem2	CTP0001377	name
Oligodendrocyte.Trf.Ttyh1	CTP0001096	name
Endothelial_Stalk.Flt1.Lcn2	CTP0002062	name
Neuron.Gad1Gad2.Scn4b	CTP0001299	name
Mural.Acta2Rgs5.Kcnj8	CTP0003379	name
Neuron.Gad1Gad2.Trdn	CTP0002020	name
Neuron.Gad1Gad2.Sphkap-Tmem255a	CTP0003463	name
Neuron.Gad1Gad2.Sst	CTP0003171	name
Oligodendrocyte.Trf.Mbp	CTP0003226	name
Neuron.Gad1Gad2.Hpcal4	CTP0001318	name
Neuron.Gad1Gad2.Drd1-Pdyn	CTP0001128	name
Neuron.Chat-Gad1Gad2-Slc17a8.Nefm	CTP0002243	name
Endothelial_Stalk.Flt1.Angpt2	CTP0002629	name
Astrocyte.Gja1.Gfap	CTP0001049	name
Neuron.Gad1Gad2.Tac1	CTP0000840	name
Neuron.Gad1Gad2.Igfbp4.Adora1	CTP0002016	name
Neuron.Gad1Gad2.Drd1-Nefm	CTP0001098	name
Neuron.Slc17a7.Neurod2-C1ql3	CTP0000393	name
Endothelial_Stalk.Flt1.Apold1	CTP0002212	name
Neuron.Gad1Gad2.Tac2	CTP0002797	name
Neuron.Gad1Gad2.Fibcd1	CTP0000637	name
Neuron.Gad1Gad2.Drd1-Pde1c	CTP0002954	name
Oligodendrocyte.Trf.Kif5b	CTP0003206	name
Neuron.Gad1Gad2.Satb1	CTP0001212	name
Neuron.Slc17a7.Nptxr-Ndst4	CTP0000663	name
Neuron.Gad1Gad2.Vip	CTP0002894	name
Neuron.Gad1Gad2.Drd1-Lypd1	CTP0002562	name
Neuron.Gad1Gad2.Chodl	CTP0000728	name
Neuron.Gad1Gad2.Adora2a-Nefm	CTP0003040	name
Neuron.Gad1Gad2_Pvalb.Pvalb-Megf11	CTP0001542	name
Neuron.Slc17a6.Rspo3	CTP0002841	name
Neuron.Gad1Gad2.Drd1-Pde1a	CTP0000310	name
Neuron.Gad1Gad2.Drd1-Fos	CTP0002847	name
Neuron.Gad1Gad2.Adora2a-Nnat	CTP0002308	name
Neuron.Gad1Gad2.Drd1-Otof-Lmo2	CTP0001392	name
Neuron.Gad1Gad2.Pvalb-Rgs12	CTP0000280	name
Polydendrocye.Tnr.Pdgfa	CTP0000964	name
Neuron.Gad1Gad2.Drd1-Tpbg	CTP0002259	name
Neuron.Gad1Gad2.Adora2a-Fos	CTP0002986	name
Astrocyte.Gja1.Crym	CTP0001671	name
Neuron.Gad1Gad2-Th.Adora2a-Th	CTP0000667	name
Mural.Rgs5Acta2.Pappa2	CTP0002577	name
MITOTIC	CTP0002307	name
Mitotic.MkI67	CTP0001389	name
Neuron.Gad1Gad2.Vipr2	CTP0001663	name
Neuron.Gad1Gad2.Lamp5-Cplx3	CTP0002404	name
Neuron.Gad1Gad2.Sphkap-Cpne4	CTP0002695	name
Endothelial_Tip.Dcn.Col15a1	CTP0001624	name
Mural.Rgs5Acta2.Lmcd1	CTP0000457	name
Neuron.Gad1Gad2.Trh	CTP0002498	name
Neuron.Gad1Gad2.Igfbp4.Rgs4	CTP0000897	name
Neuron.Gad1Gad2.Pappa	CTP0001688	name
Mural.Rgs5Acta2.Acta2	CTP0002306	name
Neuron.Gad1Gad2.Drd1-Cxcl14	CTP0002880	name
Polydendrocye.Tnr.Cspg5	CTP0002617	name
Astrocyte.Gja1.Notum	CTP0001412	name
Mural.Rgs5Acta2.Col3a1	CTP0000632	name
Neuron.Slc17a7.Dkk3	CTP0003281	name
Neuron.Gad1Gad2.Sgol2a	CTP0001100	name
Neuron.Slc17a7.Cplx3	CTP0001231	name
Neuron.Slc17a7.Nptxr-Deptor	CTP0001178	name
Neuron.Slc17a7.Nptxr-Calb1	CTP0001423	name
Neuron.Slc17a7-Slc17a6.Nptxr-Rorb	CTP0000446	name
Neuron.Slc17a7.Parm1.Nefm	CTP0001208	name
Neuron.Slc17a6.Oprk1	CTP0000614	name
Neuron.Gad1Gad2.Drd1-Nfib	CTP0001706	name
Mural.Rgs5Acta2.Olfr558	CTP0002092	name
Neuron.Gad1Gad2.Drd1-Otof-Sorcs1	CTP0003471	name
Astrocyte.Gja1.Sparc-Car2	CTP0002005	name
Neuron.Gad1Gad2.Resp18	CTP0001896	name
Neuron.Gad1Gad2-Th.Trh	CTP0000670	name
NEUROGENESIS	CTP0000993	name
Neurogenesis.Sox4.Tuba1c	CTP0003003	name
Neurogenesis.Sox4.Hist1h2al	CTP0000451	name
Polydendrocye.Tnr.Ctps	CTP0001696	name
Neuron.Gad1Gad2.Adora2a-Otof	CTP0000630	name
Neuron.Gad1Gad2.Adora2a-Th	CTP0003241	name
Neurogenesis.Sox4.Ung	CTP0001109	name
Polydendrocye.Tnr.Bmp4	CTP0003077	name
Neurogenesis.Sox4.Stmn2-Csrp2	CTP0001315	name
Neuron.Gad1Gad2.Pnoc	CTP0001550	name
Neurogenesis.Sox4.Stmn2	CTP0000377	name
Neurogenesis.Sox4.Notum	CTP0000875	name
Polydendrocyte.Tnr.Tnr	CTP0003204	name
Neurogenesis.Sox4.Ppp2r2b	CTP0002059	name
Neuron.Slc17a7.Nxph3-Hpcal1-Tpbg	CTP0001587	name
Neuron.Slc17a6.Rora.Pvalb	CTP0000500	name
Neuron.Slc17a6.Rora.Cacng4	CTP0001801	name
Neuron.Slc17a6.Rora.Cbln2	CTP0000831	name
Neuron.Slc17a6.Rora.Nrp2	CTP0000631	name
Neuron.Gad1Gad2.Pou6f2-Pax6	CTP0002535	name
Neuron.Slc17a6.Rora.Lrrtm2	CTP0000350	name
Neuron.Gad1Gad2.Chrnb3	CTP0003410	name
Neuron.Gad1Gad2.Six3-Adcy1	CTP0001952	name
CHOROID_PLEXUS	CTP0003290	name
Endothelial_Tip.Dcn.Il33	CTP0000821	name
Astrocyte.Gja1.Fabp7	CTP0001929	name
Endothelial_Tip.Dcn.Agt	CTP0003287	name
Neuron.Slc17a7.Ptgfr	CTP0002898	name
Neuron.Gad1Gad2_Sst.Pcdh11x	CTP0001246	name
Neurogenesis.Sox4.Efhd2	CTP0002078	name
Endothelial_Tip.Dcn.Rbp4	CTP0003101	name
Polydendrocyte.Tnr.Ptprz1	CTP0002202	name
Neuron.Slc17a7.Nxph3-Cplx3-Pappa2	CTP0002645	name
Neurogenesis.Sox4.Gabra5	CTP0000996	name
Neuron.Gad1Gad2Slc17a8_Sst.Ncam2	CTP0003125	name
Neurogenesis.Sox4.Gad2	CTP0001875	name
Neuron.Gad1Gad2_Sst.Atp2b4	CTP0003370	name
Neuron.Slc17a7.Reln	CTP0001213	name
Neuron.Slc17a6.Rora.Nptxr	CTP0003418	name
Neuron.Slc17a6.Nrgn	CTP0003113	name
Neuron.Slc17a7.Tac2.Htr2c	CTP0000859	name
Neuron.Slc17a7.Tac2.Wif1	CTP0001084	name
Neuron.Slc17a7.Tac2.Syt15	CTP0002463	name
Neuron.Slc17a7.Tac2.Chat	CTP0001533	name
Neuron.Slc17a6.Sln	CTP0001131	name
Neuron.Gad1Gad2.Lgi2	CTP0000594	name
Oligodendroyte.Trf.Il33	CTP0002133	name
Endothelial_Stalk.Flt1.Pi16	CTP0002809	name
Neuron.Gad1Gad2.Gata3	CTP0003317	name
Astrocyte.Gja1.Vegfa	CTP0000346	name
Endothelial_Tip.Dcn.Nenf	CTP0000420	name
Neuron.Slc17a6.Rora.Fgf10	CTP0002195	name
Neuron.Slc17a6.Rora.Atp2b4	CTP0000407	name
Neuron.Slc17a6.Rora.Calca	CTP0003102	name
Neuron.Gad1Gad2.Col25a1	CTP0001509	name
Neuron.Slc17a6.Ebf1	CTP0002129	name
Mural.Rgs5Acta2.Car4	CTP0000991	name
Neuron.Gad1Gad2.Six3-Sst	CTP0001476	name
Neuron.Slc17a6.Rora.C1ql2	CTP0000665	name
Neuron.Slc17a6.Rora.Lypd6	CTP0003426	name
Neuron.Slc17a6-Gad1Gad2.Asb4	CTP0000417	name
Neuron.Gad1Gad2_Pvalb.C1ql1	CTP0001028	name
Neuron.Gad1Gad2.Cplx3-Crim1	CTP0003187	name
Neuron.Gad1Gad2.Sst-Calb2	CTP0000595	name
Polydendrocyte.Tnr.Bmp4-Gpr17	CTP0002000	name
Neuron.Slc17a6.Reln	CTP0002609	name
Endothelial_Tip.Dcn.1500015O10Rik	CTP0003445	name
Endothelial_Stalk.Flt1.Lrg1	CTP0000774	name
Neuron.Gad1Gad2.Sst-Chodl	CTP0002230	name
Astrocyte.Gja1	CTP0000814	name
Mural.Acta2Rgs5.Rgs5	CTP0000826	name
Endothelial_Tip.Dcn.Apod	CTP0002176	name
Gja1.Gfap	CTP0000696	name
Neuron.Gad1Gad2.Pvalb-Chrm2	CTP0002969	name
Gja1.Htra1	CTP0000454	name
Neuron.Gad1Gad2.Pvalb-Necab1	CTP0002990	name
Neuron.Slc17a7.Parm1.Cadm2	CTP0002341	name
Neuron.Slc17a6-Slc17a7.Fezf2.3110035E14Rik	CTP0001161	name
Neuron.Gad1Gad2.Cplx3-Dpy19l1	CTP0001652	name
Neuron.Slc17a7.Syt6-Bdnf	CTP0001012	name
Neuron.Gad1Gad2.Synpr-Dpy19l1	CTP0000895	name
Polydendrocyte.Tnr.Bmp4- Ptgds	CTP0000363	name
Mural.Rgs5Acta2.Abcc9	CTP0000299	name
Neuron.Slc17a7.Nptxr-Drd1	CTP0002751	name
Gad1Gad2_Htr3a.Chrm2	CTP0002849	name
Neuron.Slc17a7-Slc17a6.Nxph3-Nts	CTP0002623	name
Gad1Gad2_Id2.Tac1	CTP0002600	name
Neuron.Slc17a6.Htr1a	CTP0001932	name
Gad1Gad2_Cplx3.Rxfp1	CTP0001908	name
Neuron.Slc17a7.Nxph3-Ajap1	CTP0001289	name
Neuron.Slc17a7.Fibcd1-Grm5	CTP0001546	name
Neuron.Slc17a7.C1ql2-Penk	CTP0002203	name
Neuron.Slc17a7.Pvrl3-Grm5	CTP0001149	name
Neuron.Slc17a6.Nnat	CTP0003236	name
Gad1Gad2Chat_Htr3a.Chat	CTP0000332	name
Gad1Gad2_Htr3a.Nnat	CTP0001951	name
Neuron.Slc17a7.Fezf2-Rxfp1	CTP0000503	name
Neuron.Gad1Gad2_Sst.Spon1	CTP0001261	name
Gad1Gad2_Htr3a.Sema3c	CTP0003249	name
Neuron.Gad1Gad2_Sst.Grm1	CTP0000757	name
Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Htr2c	CTP0003416	name
Neuron.Slc17a7.Nxph3-Sema3c	CTP0001808	name
Neuron.Gad1Gad2.Pvalb-Cadm1	CTP0000458	name
Neuron.Gad1Gad2.Pvalb-Rab3b	CTP0002038	name
Neuron.Gad1Gad2.Pvalb-Nefh	CTP0000853	name
Neuron.Gad1Gad2_Sst.Rbp4	CTP0001835	name
Neuron.Slc17a7.Nxph3-Cplx3-Hs6st2	CTP0001534	name
Gad1Gad2_Htr3a.Ibsp	CTP0000983	name
Neuron.Slc17a7.Cbln4	CTP0002896	name
Neuron.Slc17a6.Nell1	CTP0001996	name
Neuron.Gad1Gad2_Id2.Sfrp2	CTP0001066	name
Gad1Gad2_Htr3a.Phlda1	CTP0000982	name
Astrocyte.Gja1.Nnat	CTP0003297	name
Neuron.Slc17a7.Gabra6	CTP0002347	name
Neuron.Slc17a6.Grp	CTP0001609	name
Neurogenesis.Sox4.Cdc20	CTP0002399	name
Oligodendrocyte.Trf.Man1a	CTP0002095	name
Neural progenitor cells	CTP0001430	name
Neural progenitor cells-9	CTP0002144	name
Neural progenitor cells-9-19	CTP0001298	name
Chondroctye progenitors	CTP0001926	name
Chondroctye progenitors-21	CTP0000860	name
Chondroctye progenitors-21-6	CTP0000642	name
Schwann cell precursor	CTP0000265	name
CL:0002375	CTP0000265	ontology
Schwann cell precursor	CTP0000265	name
Schwann cell precursor-23	CTP0003022	name
Schwann cell precursor-23-1	CTP0000559	name
Osteoblasts	CTP0000833	name
Osteoblasts-17	CTP0001388	name
Osteoblasts-17-19	CTP0001754	name
Oligodendrocyte Progenitors	CTP0002772	name
Oligodendrocyte Progenitors-11	CTP0000909	name
Oligodendrocyte Progenitors-11-13	CTP0003365	name
Sensory neurons	CTP0002533	name
Sensory neurons-24	CTP0000510	name
Sensory neurons-24-20	CTP0003328	name
Neural Tube	CTP0002408	name
Neural Tube-14	CTP0003460	name
Neural Tube-14-7	CTP0002722	name
Definitive erythroid lineage	CTP0000432	name
Definitive erythroid lineage-22	CTP0002719	name
Definitive erythroid lineage-22-9	CTP0001143	name
Intermediate Mesoderm	CTP0002985	name
Intermediate Mesoderm-3	CTP0002666	name
Intermediate Mesoderm-3-6	CTP0000867	name
Postmitotic premature neurons	CTP0001037	name
Postmitotic premature neurons-10	CTP0001787	name
Postmitotic premature neurons-10-4	CTP0001367	name
Melanocytes	CTP0002355	name
Melanocytes-36	CTP0001709	name
Melanocytes-36-3	CTP0000313	name
Myocytes	CTP0001669	name
Myocytes-13	CTP0003215	name
Myocytes-13-7	CTP0003104	name
Premature oligodendrocyte	CTP0002604	name
Premature oligodendrocyte-19	CTP0002121	name
Early mesenchyme	CTP0002303	name
Early mesenchyme-8	CTP0002900	name
Early mesenchyme-8-15	CTP0000772	name
Inhibitory interneurons	CTP0001119	name
Inhibitory interneurons-27	CTP0002826	name
Inhibitory interneurons-27-4	CTP0002955	name
Neural progenitor cells-9-9	CTP0002615	name
Chondroctye progenitors-21-11	CTP0001400	name
Myocytes-13-4	CTP0001796	name
White blood cells	CTP0002988	name
White blood cells-31	CTP0000604	name
White blood cells-31-9	CTP0000612	name
Oligodendrocyte Progenitors-11-4	CTP0000523	name
Chondrocytes & osteoblasts	CTP0001581	name
Chondrocytes & osteoblasts-2	CTP0000552	name
Schwann cell precursor-23-23	CTP0001331	name
Epithelial cells	CTP0000395	name
Epithelial cells-6	CTP0001328	name
Epithelial cells-6-22	CTP0002565	name
Hepatocytes	CTP0002582	name
Hepatocytes-29	CTP0002743	name
Hepatocytes-29-3	CTP0001414	name
Inhibitory neurons	CTP0002467	name
Inhibitory neurons-15	CTP0003354	name
Inhibitory neurons-15-8	CTP0003349	name
Cardiac muscle lineages	CTP0003300	name
Cardiac muscle lineages-34	CTP0001574	name
Cardiac muscle lineages-34-7	CTP0001850	name
Postmitotic premature neurons-10-22	CTP0002795	name
ependymal cell	CTP0000263	name
CL:0000065	CTP0000263	ontology
Ependymal cell	CTP0000263	alias
Ependymal cell-32	CTP0001224	name
Ependymal cell-32-2	CTP0003027	name
Notochord cells	CTP0002789	name
Notochord cells-30	CTP0003028	name
Notochord cells-30-3	CTP0002003	name
Melanocytes-36-4	CTP0002446	name
Neural progenitor cells-9-27	CTP0000770	name
Early mesenchyme-8-4	CTP0001694	name
White blood cells-31-4	CTP0000537	name
Oligodendrocyte Progenitors-11-1	CTP0003012	name
Excitatory neurons	CTP0000679	name
Excitatory neurons-5	CTP0002163	name
Excitatory neurons-5-9	CTP0000992	name
Neural Tube-14-14	CTP0003010	name
Neural progenitor cells-9-20	CTP0002935	name
Osteoblasts-17-15	CTP0002831	name
Primitive erythroid lineage	CTP0001864	name
Primitive erythroid lineage-26	CTP0003397	name
Primitive erythroid lineage-26-4	CTP0000492	name
Granule neurons	CTP0001115	name
Granule neurons-28	CTP0000487	name
Granule neurons-28-15	CTP0001683	name
Neural progenitor cells-9-11	CTP0002024	name
Melanocytes-36-5	CTP0000358	name
Hepatocytes-29-7	CTP0001480	name
Primitive erythroid lineage-26-6	CTP0001946	name
Endothelial cells	CTP0000652	name
Endothelial cells-20	CTP0000519	name
Endothelial cells-20-16	CTP0000669	name
Inhibitory neuron progenitors	CTP0001673	name
Inhibitory neuron progenitors-18	CTP0000927	name
Inhibitory neuron progenitors-18-18	CTP0000413	name
Lens	CTP0001943	name
Lens-37	CTP0002820	name
Lens-37-5	CTP0001687	name
Neural progenitor cells-9-5	CTP0002289	name
Ependymal cell-32-12	CTP0003276	name
Isthmic organizer cells	CTP0002592	name
Isthmic organizer cells-12	CTP0001154	name
Isthmic organizer cells-12-17	CTP0001901	name
Sensory neurons-24-4	CTP0001021	name
Endothelial cells-20-13	CTP0000541	name
Premature oligodendrocyte-19-5	CTP0003399	name
Postmitotic premature neurons-10-26	CTP0002278	name
White blood cells-31-12	CTP0003400	name
White blood cells-31-2	CTP0001823	name
Osteoblasts-17-1	CTP0002330	name
Notochord cells-30-2	CTP0003302	name
Excitatory neurons-5-4	CTP0001543	name
Connective tissue progenitors	CTP0003376	name
Connective tissue progenitors-1	CTP0002214	name
Connective tissue progenitors-1-4	CTP0000509	name
Myocytes-13-5	CTP0001466	name
Excitatory neurons-5-25	CTP0000599	name
Epithelial cells-6-18	CTP0003221	name
Melanocytes-36-2	CTP0000940	name
Hepatocytes-29-4	CTP0003311	name
Cardiac muscle lineages-34-5	CTP0000600	name
White blood cells-31-6	CTP0001433	name
Myocytes-13-15	CTP0002763	name
Excitatory neurons-5-3	CTP0002928	name
Notochord cells-30-6	CTP0000682	name
Ependymal cell-32-13	CTP0002268	name
Oligodendrocyte Progenitors-11-19	CTP0002471	name
Inhibitory neuron progenitors-18-13	CTP0001190	name
Premature oligodendrocyte-19-9	CTP0001071	name
Notochord cells-30-9	CTP0003402	name
Chondroctye progenitors-21-15	CTP0002158	name
Postmitotic premature neurons-10-16	CTP0002834	name
Lens-37-4	CTP0002818	name
Inhibitory neuron progenitors-18-15	CTP0000841	name
Neutrophils	CTP0003425	name
Neutrophils-38	CTP0002939	name
Neutrophils-38-4	CTP0001295	name
Inhibitory interneurons-27-6	CTP0002120	name
Oligodendrocyte Progenitors-11-10	CTP0001351	name
Lens-37-1	CTP0001689	name
White blood cells-31-10	CTP0001695	name
Osteoblasts-17-8	CTP0001997	name
Stromal cells	CTP0000731	name
Stromal cells-16	CTP0000808	name
Stromal cells-16-14	CTP0001196	name
Megakaryocytes	CTP0000825	name
Megakaryocytes-35	CTP0003428	name
Megakaryocytes-35-6	CTP0002143	name
Ependymal cell-32-8	CTP0002798	name
Notochord cells-30-11	CTP0001206	name
Isthmic organizer cells-12-4	CTP0001566	name
Isthmic organizer cells-12-13	CTP0001359	name
Hepatocytes-29-8	CTP0001535	name
Postmitotic premature neurons-10-14	CTP0003362	name
Cardiac muscle lineages-34-13	CTP0001410	name
Postmitotic premature neurons-10-13	CTP0003315	name
Inhibitory neuron progenitors-18-6	CTP0000672	name
Isthmic organizer cells-12-12	CTP0000969	name
Osteoblasts-17-13	CTP0001448	name
Granule neurons-28-4	CTP0001158	name
White blood cells-31-13	CTP0001291	name
Osteoblasts-17-2	CTP0002958	name
Ependymal cell-32-1	CTP0000740	name
Epithelial cells-6-19	CTP0002153	name
Osteoblasts-17-4	CTP0001610	name
Epithelial cells-6-24	CTP0002914	name
Ependymal cell-32-7	CTP0002006	name
Excitatory neurons-5-26	CTP0002313	name
Lens-37-2	CTP0001390	name
Inhibitory neurons-15-22	CTP0003238	name
Chondrocytes & osteoblasts-2-7	CTP0001856	name
Schwann cell precursor-23-18	CTP0000628	name
Intermediate Mesoderm-3-22	CTP0000318	name
Cardiac muscle lineages-34-4	CTP0000605	name
Neural progenitor cells-9-10	CTP0002511	name
Intermediate Mesoderm-3-24	CTP0001750	name
Oligodendrocyte Progenitors-11-18	CTP0001385	name
Osteoblasts-17-6	CTP0003158	name
Chondroctye progenitors-21-5	CTP0001934	name
Neutrophils-38-3	CTP0002995	name
Neural Tube-14-11	CTP0000342	name
Ependymal cell-32-4	CTP0001026	name
White blood cells-31-3	CTP0000865	name
Postmitotic premature neurons-10-25	CTP0001093	name
Ependymal cell-32-5	CTP0001705	name
Epithelial cells-6-27	CTP0002066	name
Epithelial cells-6-26	CTP0001325	name
Neural Tube-14-3	CTP0001439	name
Excitatory neurons-5-5	CTP0002174	name
Schwann cell precursor-23-13	CTP0002710	name
Definitive erythroid lineage-22-6	CTP0001384	name
White blood cells-31-7	CTP0002401	name
Chondroctye progenitors-21-7	CTP0001979	name
Inhibitory neuron progenitors-18-1	CTP0000701	name
Notochord cells-30-15	CTP0001986	name
White blood cells-31-1	CTP0002246	name
Chondrocytes & osteoblasts-2-12	CTP0000695	name
Lens-37-3	CTP0000526	name
Megakaryocytes-35-2	CTP0002996	name
Endothelial cells-20-10	CTP0000378	name
Isthmic organizer cells-12-11	CTP0001847	name
Isthmic organizer cells-12-2	CTP0002597	name
Cholinergic neurons	CTP0001281	name
Cholinergic neurons-33	CTP0001170	name
Cholinergic neurons-33-12	CTP0002701	name
Cholinergic neurons-33-14	CTP0000680	name
Hepatocytes-29-1	CTP0002704	name
Early mesenchyme-8-11	CTP0000780	name
Megakaryocytes-35-1	CTP0000944	name
Megakaryocytes-35-5	CTP0003286	name
Schwann cell precursor-23-2	CTP0001625	name
Cholinergic neurons-33-17	CTP0000527	name
Early mesenchyme-8-12	CTP0002723	name
Early mesenchyme-8-19	CTP0001614	name
Cholinergic neurons-33-3	CTP0002688	name
Inhibitory interneurons-27-9	CTP0003239	name
Hepatocytes-29-10	CTP0002012	name
Inhibitory neurons-15-13	CTP0002361	name
Notochord cells-30-5	CTP0001607	name
Excitatory neurons-5-14	CTP0001604	name
Definitive erythroid lineage-22-13	CTP0002787	name
Megakaryocytes-35-3	CTP0001884	name
Limb mesenchyme	CTP0002325	name
Limb mesenchyme-25	CTP0001740	name
Stromal cells-16-3	CTP0002494	name
Oligodendrocyte Progenitors-11-17	CTP0000809	name
Myocytes-13-10	CTP0002173	name
Endothelial cells-20-15	CTP0000855	name
Cardiac muscle lineages-34-8	CTP0003106	name
Excitatory neurons-5-13	CTP0001308	name
Chondrocytes & osteoblasts-2-2	CTP0002813	name
Chondrocytes & osteoblasts-2-5	CTP0002337	name
Stromal cells-16-2	CTP0000883	name
Jaw and tooth progenitors	CTP0003165	name
Jaw and tooth progenitors-4	CTP0001437	name
Jaw and tooth progenitors-4-6	CTP0002388	name
Neural progenitor cells-9-18	CTP0000963	name
Jaw and tooth progenitors-4-17	CTP0000428	name
Epithelial cells-6-14	CTP0003095	name
Radial glia	CTP0002579	name
Radial glia-7	CTP0001463	name
Radial glia-7-10	CTP0002860	name
White blood cells-31-8	CTP0000648	name
Myocytes-13-9	CTP0002571	name
Schwann cell precursor-23-4	CTP0001356	name
Chondrocytes & osteoblasts-2-19	CTP0002425	name
Neural progenitor cells-9-25	CTP0001792	name
Definitive erythroid lineage-22-4	CTP0001322	name
Postmitotic premature neurons-10-6	CTP0001490	name
Cholinergic neurons-33-11	CTP0002147	name
Jaw and tooth progenitors-4-10	CTP0000514	name
Excitatory neurons-5-12	CTP0001666	name
Osteoblasts-17-18	CTP0001167	name
Inhibitory neurons-15-10	CTP0003194	name
Granule neurons-28-10	CTP0000688	name
Myocytes-13-8	CTP0000608	name
Neural progenitor cells-9-16	CTP0002570	name
Isthmic organizer cells-12-14	CTP0003480	name
Cardiac muscle lineages-34-2	CTP0002966	name
Inhibitory interneurons-27-15	CTP0003377	name
Cardiac muscle lineages-34-1	CTP0000498	name
Schwann cell precursor-23-20	CTP0003364	name
Granule neurons-28-7	CTP0002436	name
Melanocytes-36-6	CTP0003157	name
Epithelial cells-6-23	CTP0001854	name
Melanocytes-36-1	CTP0001129	name
Osteoblasts-17-7	CTP0000388	name
Sensory neurons-24-19	CTP0000545	name
Endothelial cells-20-5	CTP0002833	name
Excitatory neurons-5-1	CTP0002064	name
Jaw and tooth progenitors-4-11	CTP0000445	name
Postmitotic premature neurons-10-29	CTP0001081	name
Neural progenitor cells-9-28	CTP0001259	name
Inhibitory neuron progenitors-18-7	CTP0002854	name
Inhibitory interneurons-27-11	CTP0002828	name
Isthmic organizer cells-12-6	CTP0001505	name
Inhibitory interneurons-27-8	CTP0003026	name
Inhibitory interneurons-27-16	CTP0002590	name
Postmitotic premature neurons-10-27	CTP0002042	name
Schwann cell precursor-23-22	CTP0003359	name
Ependymal cell-32-6	CTP0002904	name
Chondrocytes & osteoblasts-2-18	CTP0001881	name
White blood cells-31-14	CTP0001391	name
Granule neurons-28-6	CTP0001280	name
Megakaryocytes-35-4	CTP0001630	name
Lens-37-6	CTP0002090	name
Connective tissue progenitors-1-9	CTP0001454	name
Neural progenitor cells-9-13	CTP0000368	name
Sensory neurons-24-9	CTP0001293	name
Cholinergic neurons-33-19	CTP0002296	name
Intermediate Mesoderm-3-16	CTP0002883	name
Early mesenchyme-8-6	CTP0002864	name
Cardiac muscle lineages-34-11	CTP0003247	name
Neutrophils-38-1	CTP0001334	name
Postmitotic premature neurons-10-7	CTP0001536	name
Neural Tube-14-12	CTP0002917	name
Oligodendrocyte Progenitors-11-11	CTP0003337	name
Early mesenchyme-8-10	CTP0002636	name
Chondroctye progenitors-21-8	CTP0002598	name
Inhibitory neuron progenitors-18-5	CTP0002836	name
Premature oligodendrocyte-19-1	CTP0002933	name
Cholinergic neurons-33-18	CTP0003384	name
Premature oligodendrocyte-19-8	CTP0000806	name
Granule neurons-28-12	CTP0000776	name
Inhibitory interneurons-27-12	CTP0000973	name
Osteoblasts-17-5	CTP0001615	name
Isthmic organizer cells-12-3	CTP0001378	name
Cardiac muscle lineages-34-3	CTP0002216	name
Excitatory neurons-5-15	CTP0002279	name
Sensory neurons-24-12	CTP0002265	name
Early mesenchyme-8-16	CTP0000449	name
Premature oligodendrocyte-19-10	CTP0003067	name
Sensory neurons-24-17	CTP0000653	name
Neural Tube-14-16	CTP0002613	name
Hepatocytes-29-12	CTP0002949	name
Early mesenchyme-8-7	CTP0001183	name
Chondroctye progenitors-21-2	CTP0002758	name
Epithelial cells-6-29	CTP0000820	name
Postmitotic premature neurons-10-1	CTP0002493	name
Hepatocytes-29-13	CTP0001376	name
Melanocytes-36-8	CTP0000876	name
Intermediate Mesoderm-3-17	CTP0000277	name
Postmitotic premature neurons-10-24	CTP0001681	name
Sensory neurons-24-11	CTP0002670	name
Notochord cells-30-13	CTP0001726	name
Postmitotic premature neurons-10-8	CTP0001937	name
Oligodendrocyte Progenitors-11-20	CTP0002586	name
Inhibitory neurons-15-9	CTP0000439	name
Notochord cells-30-4	CTP0002060	name
Inhibitory interneurons-27-5	CTP0002599	name
Stromal cells-16-9	CTP0001623	name
Postmitotic premature neurons-10-28	CTP0002584	name
Intermediate Mesoderm-3-13	CTP0002429	name
Schwann cell precursor-23-14	CTP0003137	name
Oligodendrocyte Progenitors-11-12	CTP0003411	name
Epithelial cells-6-16	CTP0002046	name
Neutrophils-38-2	CTP0001465	name
Radial glia-7-21	CTP0001278	name
Myocytes-13-12	CTP0000602	name
Schwann cell precursor-23-11	CTP0001601	name
Schwann cell precursor-23-21	CTP0001582	name
Endothelial cells-20-9	CTP0000800	name
Definitive erythroid lineage-22-2	CTP0003388	name
Endothelial cells-20-7	CTP0001756	name
Osteoblasts-17-10	CTP0002679	name
Oligodendrocyte Progenitors-11-3	CTP0001248	name
Epithelial cells-6-25	CTP0002927	name
Endothelial cells-20-12	CTP0002542	name
Notochord cells-30-7	CTP0003033	name
Jaw and tooth progenitors-4-4	CTP0000524	name
Inhibitory interneurons-27-2	CTP0002805	name
Radial glia-7-22	CTP0002664	name
Chondrocytes & osteoblasts-2-3	CTP0003434	name
Stromal cells-16-1	CTP0002956	name
Cholinergic neurons-33-2	CTP0001522	name
Radial glia-7-3	CTP0000339	name
Inhibitory neuron progenitors-18-2	CTP0000920	name
Definitive erythroid lineage-22-8	CTP0003284	name
Schwann cell precursor-23-16	CTP0003139	name
Neural progenitor cells-9-15	CTP0001745	name
Schwann cell precursor-23-10	CTP0003468	name
Postmitotic premature neurons-10-20	CTP0000352	name
Stromal cells-16-11	CTP0000729	name
