celltype_id	celltype_standard	celltype_ontology	status	def
CTP0002469	Hofbauer cell (HB)		author_defined	
CTP0002470	356_CA3-do		author_defined	
CTP0002471	Oligodendrocyte Progenitors-11-19		author_defined	
CTP0002472	68_Sst		author_defined	
CTP0002473	118_Pvalb		author_defined	
CTP0002474	Inh L1 PVALB SST ASIC4		author_defined	
CTP0002475	Exc L4 RORB BHLHE22		author_defined	
CTP0002476	immature neuron 4		author_defined	
CTP0002477	H1975		author_defined	
CTP0002478	Connective tissue progenitors-1-7		author_defined	
CTP0002479	Inhibitory neuron progenitors-18-16		author_defined	
CTP0002480	Pvalb Cpne5		author_defined	
CTP0002481	49_Vip		author_defined	
CTP0002482	Early mesenchyme-8-17		author_defined	
CTP0002483	Exc L5 FEZF2 PKD2L1		author_defined	
CTP0002484	pTEL.100.CRH		author_defined	
CTP0002485	Sst/Pthlh		author_defined	
CTP0002486	Neuron.Slc17a7.Bcl6-Tshz2-Syt2		author_defined	
CTP0002487	138_L3 IT ENTm		author_defined	
CTP0002488	proliferative kidney interstital cell 2		author_defined	
CTP0002489	Subcommissural organ hypendymal cell		author_defined	
CTP0002490	granulocyte 1		author_defined	
CTP0002491	ENDOTHELIAL_TIP		author_defined	
CTP0002492	Inhibitory neurons-15-2		author_defined	
CTP0002493	Postmitotic premature neurons-10-1		author_defined	
CTP0002494	Stromal cells-16-3		author_defined	
CTP0002495	Jaw and tooth progenitors-4-3		author_defined	
CTP0002496	kidney interstitial cell 5		author_defined	
CTP0002497	371_Oligo		author_defined	
CTP0002498	Neuron.Gad1Gad2.Trh		author_defined	
CTP0002499	383_VLMC		author_defined	
CTP0002500	hESC		author_defined	
CTP0002501	153_L2/3 IT ENTl		author_defined	
CTP0002502	Neuron.Slc17a7.Bcl6-Tcerg1l		author_defined	
CTP0002503	Sst Th, Sst Cbln4		author_defined	
CTP0002504	medial/distal nephron progenitor 5		author_defined	
CTP0002505	Th/Slc6a3		author_defined	
CTP0002506	late enterocyte progenitor		author_defined	
CTP0002507	297_CT SUB		author_defined	
CTP0002508	78_Sst HPF		author_defined	
CTP0002509	Endothelial cells-20-11		author_defined	
CTP0002510	Cerebellum neurons		author_defined	
CTP0002511	Neural progenitor cells-9-10		author_defined	
CTP0002512	Muscle		author_defined	
CTP0002513	Neuron.Slc17a7-Slc17a6.Fezf2-Htr2c		author_defined	
CTP0002514	288_L6 CT CTX		author_defined	
CTP0002515	Dura		author_defined	
CTP0002516	91_Sst		author_defined	
CTP0002517	Sensory neurons-24-15		author_defined	
CTP0002518	258_L5 PT CTX		author_defined	
CTP0002519	B_cell		author_defined	
CTP0002520	nIPC		author_defined	
CTP0002521	Bowman's gland cell		author_defined	
CTP0002522	168_L2/3 IT CTX		author_defined	
CTP0002523	Vip Cxcl14_Car4, Vip Mybpc1		author_defined	
CTP0002524	glomerular visceral epithelial cell 2		author_defined	
CTP0002525	PreOPC		author_defined	
CTP0002526	NG2_OPC2		author_defined	
CTP0002527	Pvalb Gpx3, Pvalb Wt1		author_defined	
CTP0002528	Exc L5 RORB MED8		author_defined	
CTP0002529	Myeloid cell		author_defined	
CTP0002530	Definitive erythroid lineage-22-14		author_defined	
CTP0002531	Inh L1-2 SST CLIC6		author_defined	
CTP0002532	373_Oligo		author_defined	
CTP0002533	Sensory neurons		author_defined	
CTP0002534	Zona limitans intrathalamica		author_defined	
CTP0002535	Neuron.Gad1Gad2.Pou6f2-Pax6		author_defined	
CTP0002536	Spinal cord excitatory neurons		author_defined	
CTP0002537	canonical glycolysis		author_defined	
CTP0002538	Ndnf Cxcl14, Cd34		author_defined	
CTP0002539	Inh L1-3 VIP FNDC1		author_defined	
CTP0002540	Oligo L4-6 OPALIN		author_defined	
CTP0002541	Inh L3-4 PVALB HOMER3		author_defined	
CTP0002542	Endothelial cells-20-12		author_defined	
CTP0002543	Neural progenitor cells-9-7		author_defined	
CTP0002544	Excitatory neurons-5-23		author_defined	
CTP0002545	endocardial cell 2		author_defined	
CTP0002546	glutamatergic neuron of primary visual area, layer 5a and layer 5b		author_defined	
CTP0002547	immature neuron 1		author_defined	
CTP0002548	Ependymal cell-32-3		author_defined	
CTP0002549	Neural progenitor cells-9-8		author_defined	
CTP0002550	CD27+ B cell		author_defined	
CTP0002551	p.100.CTGF		author_defined	
CTP0002552	proximal renal vesicle cell		author_defined	
CTP0002553	cortical neural progenitor cell		author_defined	
CTP0002554	Neural Tube-14-4		author_defined	
CTP0002555	192_L4/5 IT CTX		author_defined	
CTP0002556	Neuron.Slc17a7.Syt6-Sema5a		author_defined	
CTP0002557	L6 IT CTX		author_defined	
CTP0002558	273_NP SUB		author_defined	
CTP0002559	Cardiocyte		author_defined	
CTP0002560	Epithelial cell (intermediated)		author_defined	
CTP0002561	110_Pvalb		author_defined	
CTP0002562	Neuron.Gad1Gad2.Drd1-Lypd1		author_defined	
CTP0002563	pMGE.125.AQP4		author_defined	
CTP0002564	Gm8773/Tac1		author_defined	
CTP0002565	Epithelial cells-6-22		author_defined	
CTP0002566	131_L2/3 IT POST-PRE		author_defined	
CTP0002567	63_Sst Chodl		author_defined	
CTP0002568	Exc L2 LAMP5 KCNG3		author_defined	
CTP0002569	nephron progenitor cell D		author_defined	
CTP0002570	Neural progenitor cells-9-16		author_defined	
CTP0002571	Myocytes-13-9		author_defined	
CTP0002572	Excitatory neurons-5-24		author_defined	
CTP0002573	173_L2/3 IT ProS		author_defined	
CTP0002574	Pars_Tuber1C		author_defined	
CTP0002575	194_L5 IT RSP-ACA		author_defined	
CTP0002576	plasmacytoid dendritic cell (DC2)		author_defined	
CTP0002577	Mural.Rgs5Acta2.Pappa2		author_defined	
CTP0002578	Endothelial cells-20-1		author_defined	
CTP0002579	Radial glia		author_defined	
CTP0002580	L6a		author_defined	
CTP0002581	370_Oligo		author_defined	
CTP0002582	Hepatocytes		author_defined	
CTP0002583	fibroblast		author_defined	
CTP0002584	Postmitotic premature neurons-10-28		author_defined	
CTP0002585	Late isthmic organizer		author_defined	
CTP0002586	Oligodendrocyte Progenitors-11-20		author_defined	
CTP0002587	Peripheral sensory peptidergic neurons		author_defined	
CTP0002588	Sympathetic noradrenergic neurons		author_defined	
CTP0002589	Pineal gland		author_defined	
CTP0002590	Inhibitory interneurons-27-16		author_defined	
CTP0002591	erythroid cell		author_defined	
CTP0002592	Isthmic organizer cells		author_defined	
CTP0002593	Endothelial_Stalk.Flt1.Cfh		author_defined	
CTP0002594	L4 RSP-ACA		author_defined	
CTP0002595	proliferating cap mesenchyme cell		author_defined	
CTP0002596	Spermatogonia		author_defined	
CTP0002597	Isthmic organizer cells-12-2		author_defined	
CTP0002598	Chondroctye progenitors-21-8		author_defined	
CTP0002599	Inhibitory interneurons-27-5		author_defined	
CTP0002600	Gad1Gad2_Id2.Tac1		author_defined	
CTP0002601	Stromal cells-16-7		author_defined	
CTP0002602	Limb mesenchyme-25-8		author_defined	
CTP0002603	nephron progenitor cell C		author_defined	
CTP0002604	Premature oligodendrocyte		author_defined	
CTP0002605	macrophage 3		author_defined	
CTP0002606	Forebrain astrocyte		author_defined	
CTP0002607	L5 IT		author_defined	
CTP0002608	Neuron.Slc17a7.Bcl6-Ptgfr		author_defined	
CTP0002609	Neuron.Slc17a6.Reln		author_defined	
CTP0002610	Satellite glia		author_defined	
CTP0002611	medial/distal nephron progenitor 4		author_defined	
CTP0002612	Schwann cell 2		author_defined	
CTP0002613	Neural Tube-14-16		author_defined	
CTP0002614	Muc2+ Cyp2g1+ olfactory epithelial cell		author_defined	
CTP0002615	Neural progenitor cells-9-9		author_defined	
CTP0002616	tuft cell		author_defined	
CTP0002617	Polydendrocye.Tnr.Cspg5		author_defined	
CTP0002618	161_L2/3 IT ENTl		author_defined	
CTP0002619	Neuron.Slc17a7.Syt6-Cyp26b1		author_defined	
CTP0002620	Neuron.Gad1Gad2.Cyp26b1		author_defined	
CTP0002621	Dentate gyrus radial glia-like cells		author_defined	
CTP0002622	214_L5/6 IT PFC		author_defined	
CTP0002623	Neuron.Slc17a7-Slc17a6.Nxph3-Nts		author_defined	
CTP0002624	207_L5/6 IT CTX		author_defined	
CTP0002625	B/T doublet		author_defined	
CTP0002626	Neuron.Slc17a7.Calb2-Vgll3		author_defined	
CTP0002627	Epidermis		author_defined	
CTP0002628	nMGE.100.CFC1		author_defined	
CTP0002629	Endothelial_Stalk.Flt1.Angpt2		author_defined	
CTP0002630	Inh L1-6 VIP PENK		author_defined	
CTP0002631	EPENDYMAL		author_defined	
CTP0002632	Mesoderm		author_defined	
CTP0002633	Mixed region neuron		author_defined	
CTP0002634	unknown 2		author_defined	
CTP0002635	Oligodendrocyte Progenitors-11-5		author_defined	
CTP0002636	Early mesenchyme-8-10		author_defined	
CTP0002637	Neural progenitor cells-9-3		author_defined	
CTP0002638	L2/3 Otof, L4 Sparcl1		author_defined	
CTP0002639	glycolysis state		author_defined	
CTP0002640	Connective tissue progenitors-1-2		author_defined	
CTP0002641	Agrp/Sst		author_defined	
CTP0002642	Fetal fibroblast		author_defined	
CTP0002643	dividing natural killer cell		author_defined	
CTP0002644	cytotrophoblast		author_defined	
CTP0002645	Neuron.Slc17a7.Nxph3-Cplx3-Pappa2		author_defined	
CTP0002646	Adrenal gland inflammatory cell		author_defined	
CTP0002647	232_L6 IT CTX		author_defined	
CTP0002648	Exc L4-5 RORB LCN15		author_defined	
CTP0002649	Exc L6 FEZF2 ETV4		author_defined	
CTP0002650	Inh L5-6 SST TH		author_defined	
CTP0002651	intermediate epithelial cell		author_defined	
CTP0002652	not available		author_defined	
CTP0002653	Astrocytes		author_defined	
CTP0002654	CA1-ProS		author_defined	
CTP0002655	Ndnf Cxcl14, Vip Gpc3		author_defined	
CTP0002656	Oligodendrocyte Progenitors-11-6		author_defined	
CTP0002657	342_CA1		author_defined	
CTP0002658	Neuron.Slc17a7.Pvrl3-St18		author_defined	
CTP0002659	Fetal skeletal muscle cell		author_defined	
CTP0002660	Neuron.Sc17a7.Sema3e-Nnat		author_defined	
CTP0002661	Neural progenitor cells-9-22		author_defined	
CTP0002662	Inhibitory neuron progenitors-18-14		author_defined	
CTP0002663	L5a Fam5c, L5a Batf3		author_defined	
CTP0002664	Radial glia-7-22		author_defined	
CTP0002665	TEGLU21		author_defined	
CTP0002666	Intermediate Mesoderm-3		author_defined	
CTP0002667	Epithelial cells-6-10		author_defined	
CTP0002668	Neuron.Slc17a7.Parm1.Nnat		author_defined	
CTP0002669	VLMC		author_defined	
CTP0002670	Sensory neurons-24-11		author_defined	
CTP0002671	251_L5 PT CTX		author_defined	
CTP0002672	Neural Tube-14-2		author_defined	
CTP0002673	Committed oligodendrocyte precursor		author_defined	
CTP0002674	Exc L3 LAMP5 CARM1P1		author_defined	
CTP0002675	microvillous brush-like cell		author_defined	
CTP0002676	Oligodendrocyte.Tfr.Plin3		author_defined	
CTP0002677	fibroblast of cardiac tissue 2		author_defined	
CTP0002678	retinal rod cell CCA0		author_defined	
CTP0002679	Osteoblasts-17-10		author_defined	
CTP0002680	Radial glia-7-18		author_defined	
CTP0002681	L4 Sparcl1, L2/3 Otof		author_defined	
CTP0002682	alveolar epithelial cell type 1		author_defined	
CTP0002683	proliferating myeloid cell		author_defined	
CTP0002684	Neuron.Slc17a7-Slc17a6.Tshz2-Rasd1		author_defined	
CTP0002685	133_L2 IT RSPv-POST-PRE		author_defined	
CTP0002686	Exc L2-3 LINC00507 RPL9P17		author_defined	
CTP0002687	Oligodendrocyte.Tfr.Sez6		author_defined	
CTP0002688	Cholinergic neurons-33-3		author_defined	
CTP0002689	cycling basal_P7		author_defined	
CTP0002690	Oligodendrocyte.Trf.Ndrg2		author_defined	
CTP0002691	p.100.ATF3		author_defined	
CTP0002692	Cholinergic neurons-33-13		author_defined	
CTP0002693	cortical layer 2-3 excitatory neuron A		author_defined	
CTP0002694	Chondrocytes & osteoblasts-2-16		author_defined	
CTP0002695	Neuron.Gad1Gad2.Sphkap-Cpne4		author_defined	
CTP0002696	71_Sst		author_defined	
CTP0002697	resting CD8+ T cell		author_defined	
CTP0002698	359_CA2-IG-FC		author_defined	
CTP0002699	Cerebellum GABAergic		author_defined	
CTP0002700	Choroid epithelial cells		author_defined	
CTP0002701	Cholinergic neurons-33-12		author_defined	
CTP0002702	glutamatergic neuron of primary visual cortex, layer 2 and layer 2/3		author_defined	
CTP0002703	Limb mesenchyme-25-10		author_defined	
CTP0002704	Hepatocytes-29-1		author_defined	
CTP0002705	Postmitotic premature neurons-10-5		author_defined	
CTP0002706	Acinar cell		author_defined	
CTP0002707	CD8+ cytotoxic T cell		author_defined	
CTP0002708	Glu Neu		author_defined	
CTP0002709	Neuron.Gad1Gad2_Pvalb.Gfra1		author_defined	
CTP0002710	Schwann cell precursor-23-13		author_defined	
CTP0002711	378_Astro		author_defined	
CTP0002712	hematopoietic multipotent progenitor		author_defined	
CTP0002713	124_L2 IT APr		author_defined	
CTP0002714	lymphatic vessel		author_defined	
CTP0002715	Muc5b+ Bpifa1+ Bpifb2+ goblet cell		author_defined	
CTP0002716	Limb mesenchyme-25-4		author_defined	
CTP0002717	Endothelial_Stalk.Flt1.Gkn3		author_defined	
CTP0002718	Midbrain glutamatergic		author_defined	
CTP0002719	Definitive erythroid lineage-22		author_defined	
CTP0002720	Chondrocytes & osteoblasts-2-20		author_defined	
CTP0002721	Neuron.Th-Slc17a6-Lpl		author_defined	
CTP0002722	Neural Tube-14-7		author_defined	
CTP0002723	Early mesenchyme-8-12		author_defined	
CTP0002724	80_Sst		author_defined	
CTP0002725	Exc L6 THEMIS SLN		author_defined	
CTP0002726	Gad1Gad2_Htr3a.Krt73		author_defined	
CTP0002727	Inh L6 LHX6 GLP1R		author_defined	
CTP0002728	Oligodend3		author_defined	
CTP0002729	L4/5 IT CTX		author_defined	
CTP0002730	Polydendrocyte.Tnr.Tmem2		author_defined	
CTP0002731	epithelial cell of proximal tubule 2		author_defined	
CTP0002732	Jaw and tooth progenitors-4-13		author_defined	
CTP0002733	24_Sncg		author_defined	
CTP0002734	318_SUB		author_defined	
CTP0002735	dorsal sustentacular cell		author_defined	
CTP0002736	Endothelial cells-20-4		author_defined	
CTP0002737	Olfactory ensheathing cells		author_defined	
CTP0002738	Astr1		author_defined	
CTP0002739	190_L4/5 IT CTX		author_defined	
CTP0002740	Inh L5-6 SST C4orf26		author_defined	
CTP0002741	Hematoendothelial lineage		author_defined	
CTP0002742	327_ProS		author_defined	
CTP0002743	Hepatocytes-29		author_defined	
CTP0002744	Intermediate Mesoderm-3-18		author_defined	
CTP0002745	Sclerotome		author_defined	
CTP0002746	MBDOP2		author_defined	
CTP0002747	Neuron.Slc17a7.Cbln1-Trps1		author_defined	
CTP0002748	CD4-positive monocyte		author_defined	
CTP0002749	Neuron.Gad1Gad2.Adora2a		author_defined	
CTP0002750	M2 Macrophage		author_defined	
CTP0002751	Neuron.Slc17a7.Nptxr-Drd1		author_defined	
CTP0002752	Inh L1 PAX6 CHRFAM7A		author_defined	
CTP0002753	granule cell 3		author_defined	
CTP0002754	Microglia.C1qb.Tmem119-Junb		author_defined	
CTP0002755	GN DG		author_defined	
CTP0002756	386_Micro-PVM		author_defined	
CTP0002757	MARCOneg macrophage		author_defined	
CTP0002758	Chondroctye progenitors-21-2		author_defined	
CTP0002759	81_Sst		author_defined	
CTP0002760	Endo Myl9		author_defined	
CTP0002761	Epiblast		author_defined	
CTP0002762	Sst_Cbln4		author_defined	
CTP0002763	Myocytes-13-15		author_defined	
CTP0002764	Hepatocytes-29-11		author_defined	
CTP0002765	Exc L3-5 RORB RPRM		author_defined	
CTP0002766	fibroblast 2		author_defined	
CTP0002767	Thalamus glutamatergic		author_defined	
CTP0002768	Pvalb Tpbg		author_defined	
CTP0002769	proliferative kidney interstitial cell 5		author_defined	
CTP0002770	consensus molecular subtype 3 epithelial cell		author_defined	
CTP0002771	Excitatory neurons-5-18		author_defined	
CTP0002772	Oligodendrocyte Progenitors		author_defined	
CTP0002773	Limb mesenchyme-25-6		author_defined	
CTP0002774	GABAergic neuron of primary visual area, layer 5 and layer 6		author_defined	
CTP0002775	EndothelialCells		author_defined	
CTP0002776	Facial fibroblast		author_defined	
CTP0002777	354_CA3-ve		author_defined	
CTP0002778	Cholinergic neurons-33-5		author_defined	
CTP0002779	L6a Plcxd3, L6b Mup5		author_defined	
CTP0002780	Granule neurons-28-14		author_defined	
CTP0002781	Jaw and tooth progenitors-4-18		author_defined	
CTP0002782	OLIGODENDROCYTE		author_defined	
CTP0002783	Oligodendrocyte.Trf.Il33		author_defined	
CTP0002784	S shaped body		author_defined	
CTP0002785	L5b Cdh13, L5b Samd3		author_defined	
CTP0002786	198_L5 IT CTX		author_defined	
CTP0002787	Definitive erythroid lineage-22-13		author_defined	
CTP0002788	Polydendrocyte.Tnr.Bmp4		author_defined	
CTP0002789	Notochord cells		author_defined	
CTP0002790	Sst Cbln4		author_defined	
CTP0002791	immune_other		author_defined	
CTP0002792	Agrp/Gm8773		author_defined	
CTP0002793	leukocyte/other		author_defined	
CTP0002794	243_L5 PT CTX		author_defined	
CTP0002795	Postmitotic premature neurons-10-22		author_defined	
CTP0002796	L5 Hsd11b1		author_defined	
CTP0002797	Neuron.Gad1Gad2.Tac2		author_defined	
CTP0002798	Ependymal cell-32-8		author_defined	
CTP0002799	glutamatergic neuron of primary visual area, layer 6a		author_defined	
CTP0002800	Sensory neurons-24-7		author_defined	
CTP0002801	Inh L3-6 VIP ZIM2-AS1		author_defined	
CTP0002802	Neuron.Sc17a7.Crym		author_defined	
CTP0002803	oligodendrocyte B		author_defined	
CTP0002804	Neuron.Slc17a7.Nxph3-Hpcal-Igfbp4		author_defined	
CTP0002805	Inhibitory interneurons-27-2		author_defined	
CTP0002806	79_Sst		author_defined	
CTP0002807	Granule neurons-28-11		author_defined	
CTP0002808	Astrocyte.Gja1.Htra1		author_defined	
CTP0002809	Endothelial_Stalk.Flt1.Pi16		author_defined	
CTP0002810	Pre sertoli cell		author_defined	
CTP0002811	Inh L1 VIP PRSS8		author_defined	
CTP0002812	keratinocyte		author_defined	
CTP0002813	Chondrocytes & osteoblasts-2-2		author_defined	
CTP0002814	Oligodendro4		author_defined	
CTP0002815	Cardiac muscle lineages-34-10		author_defined	
CTP0002816	fibroblast type 2		author_defined	
CTP0002817	Chondroctye progenitors-21-13		author_defined	
CTP0002818	Lens-37-4		author_defined	
CTP0002819	OPC Pdgfra		author_defined	
CTP0002820	Lens-37		author_defined	
CTP0002821	T cell/natural killer cell		author_defined	
CTP0002822	Neuron.Sc17a7.Fermt1		author_defined	
CTP0002823	Proximal tubule brush border cell		author_defined	
CTP0002824	nCTX.100.DLX5		author_defined	
CTP0002825	GABA-Cnr1		author_defined	
CTP0002826	Inhibitory interneurons-27		author_defined	
CTP0002827	Vascular cells		author_defined	
CTP0002828	Inhibitory interneurons-27-11		author_defined	
CTP0002829	Notochord cells-30-18		author_defined	
CTP0002830	57_Vip Igfbp6		author_defined	
CTP0002831	Osteoblasts-17-15		author_defined	
CTP0002832	proliferative kidney interstitial cell 3		author_defined	
CTP0002833	Endothelial cells-20-5		author_defined	
CTP0002834	Postmitotic premature neurons-10-16		author_defined	
CTP0002835	Mesenchymal stem cell		author_defined	
CTP0002836	Inhibitory neuron progenitors-18-5		author_defined	
CTP0002837	82_Sst		author_defined	
CTP0002838	anterior olfactory nucleus mitral/tufted cell		author_defined	
CTP0002839	268_L5/6 NP CTX		author_defined	
CTP0002840	Tanycyte1		author_defined	
CTP0002841	Neuron.Slc17a6.Rspo3		author_defined	
CTP0002842	10_Lamp5		author_defined	
CTP0002843	pTEL.24.ANXA1		author_defined	
CTP0002844	Exc L3-5 RORB LAMA4		author_defined	
CTP0002845	347_CA1-do		author_defined	
CTP0002846	Immune cell		author_defined	
CTP0002847	Neuron.Gad1Gad2.Drd1-Fos		author_defined	
CTP0002848	CD16-negative natural killer cell (NK CD16-)		author_defined	
CTP0002849	Gad1Gad2_Htr3a.Chrm2		author_defined	
CTP0002850	149_L2 IT ENTm		author_defined	
CTP0002851	Inh L2 PVALB FRZB		author_defined	
CTP0002852	MICROGLIA		author_defined	
CTP0002853	6_Lamp5 Lhx6		author_defined	
CTP0002854	Inhibitory neuron progenitors-18-7		author_defined	
CTP0002855	GABA NeuB		author_defined	
CTP0002856	macrophage type 1		author_defined	
CTP0002857	activated_stellate		author_defined	
CTP0002858	EPEN		author_defined	
CTP0002859	Oligodendrocyte.Trf.Ctps		author_defined	
CTP0002860	Radial glia-7-10		author_defined	
CTP0002861	Cholinergic neurons-33-6		author_defined	
CTP0002862	Anterior		author_defined	
CTP0002863	proliferating neural progenitor cell 5 - microglial cell		author_defined	
CTP0002864	Early mesenchyme-8-6		author_defined	
CTP0002865	32_Sncg		author_defined	
CTP0002866	L2/3		author_defined	
CTP0002867	NEURON		author_defined	
CTP0002868	fibroblast of cardiac tissue 4		author_defined	
CTP0002869	Lung		author_defined	
CTP0002870	Neuron.Th.C1ql3		author_defined	
CTP0002871	Inhibitory interneurons-27-3		author_defined	
CTP0002872	resting CD4+ T cell		author_defined	
CTP0002873	Neuron.Slc17a7.Syt6-Tox		author_defined	
CTP0002874	Microglia.C1qb.Tmem119-Fos		author_defined	
CTP0002875	Premature oligodendrocyte-19-6		author_defined	
CTP0002876	Schwann cell precursor-23-5		author_defined	
CTP0002877	proliferating natural killer cell		author_defined	
CTP0002878	Inh L1-5 VIP KCNJ2		author_defined	
CTP0002879	distal S shaped body cell		author_defined	
CTP0002880	Neuron.Gad1Gad2.Drd1-Cxcl14		author_defined	
CTP0002881	Di- and mesencephalon inhibitory neurons		author_defined	
CTP0002882	Lamp5		author_defined	
CTP0002883	Intermediate Mesoderm-3-16		author_defined	
CTP0002884	Di- and mesencephalon neurons		author_defined	
CTP0002885	Macrophage.C1qb.Mrc1		author_defined	
CTP0002886	acinar		author_defined	
CTP0002887	278_L6 CT CTX		author_defined	
CTP0002888	dendritic cell type 2		author_defined	
CTP0002889	229_L6 IT CTX		author_defined	
CTP0002890	L5a Batf3, L6a Plcxd3		author_defined	
CTP0002891	Neurons		author_defined	
CTP0002892	TB		author_defined	
CTP0002893	Radial_Glia-like		author_defined	
CTP0002894	Neuron.Gad1Gad2.Vip		author_defined	
CTP0002895	nephron progenitor cell A		author_defined	
CTP0002896	Neuron.Slc17a7.Cbln4		author_defined	
CTP0002897	285_L6 CT CTX		author_defined	
CTP0002898	Neuron.Slc17a7.Ptgfr		author_defined	
CTP0002899	Neuron.Gad1Gad2.Elfn1-Grik3		author_defined	
CTP0002900	Early mesenchyme-8		author_defined	
CTP0002901	epithelial cell of proximal tubule 4		author_defined	
CTP0002902	Isthmic organizer cells-12-10		author_defined	
CTP0002903	Neuron.Gad1Gad2.Pvalb-Cartpt		author_defined	
CTP0002904	Ependymal cell-32-6		author_defined	
CTP0002905	glutamatergic neuron of primary visual area, layer 5b		author_defined	
CTP0002906	endocardium cell progenitor		author_defined	
CTP0002907	Olig		author_defined	
CTP0002908	kidney interstitial cell A		author_defined	
CTP0002909	L6a Plcxd3		author_defined	
CTP0002910	Dorsal midbrain neuron		author_defined	
CTP0002911	Epithalamus glutamatergic		author_defined	
CTP0002912	oligodendrocyte precursor cell of primary visual cortex		author_defined	
CTP0002913	Granule neurons-28-3		author_defined	
CTP0002914	Epithelial cells-6-24		author_defined	
CTP0002915	Inh L1-3 SST FAM20A		author_defined	
CTP0002916	Oligodendro5		author_defined	
CTP0002917	Neural Tube-14-12		author_defined	
CTP0002918	CD16+ monocyte		author_defined	
CTP0002919	363_DG		author_defined	
CTP0002920	b1_tanycytes		author_defined	
CTP0002921	337_CA1		author_defined	
CTP0002922	Endothelial cell (APC)		author_defined	
CTP0002923	Inhibitory neuron progenitors-18-3		author_defined	
CTP0002924	oligodendrocyte OR oligodendrocyte precursor cell of primary visual cortex		author_defined	
CTP0002925	MACROPHAGE		author_defined	
CTP0002926	fibroblasts		author_defined	
CTP0002927	Epithelial cells-6-25		author_defined	
CTP0002928	Excitatory neurons-5-3		author_defined	
CTP0002929	Inh L1-3 VIP SSTR1		author_defined	
CTP0002930	224_L6 IT CTX		author_defined	
CTP0002931	Oral ectoderm		author_defined	
CTP0002932	retinal rod cell CCA10		author_defined	
CTP0002933	Premature oligodendrocyte-19-1		author_defined	
CTP0002934	Jaw and tooth progenitors-4-7		author_defined	
CTP0002935	Neural progenitor cells-9-20		author_defined	
CTP0002936	Neuron.Gad1Gad2.Tmem132c		author_defined	
CTP0002937	Exc L5-6 FEZF2 LPO		author_defined	
CTP0002938	vein endothelial cell 2		author_defined	
CTP0002939	Neutrophils-38		author_defined	
CTP0002940	Inh L5-6 SST PIK3CD		author_defined	
CTP0002941	Lateral-ventral cortex		author_defined	
CTP0002942	glutamatergic neuron of primary visual area, layer 5a and layer 6		author_defined	
CTP0002943	Female fetal gonad cell		author_defined	
CTP0002944	Astro		author_defined	
CTP0002945	endothelial cell type 2		author_defined	
CTP0002946	9_Lamp5 Lhx6		author_defined	
CTP0002947	L4 Arf5		author_defined	
CTP0002948	natural killer cell type 2		author_defined	
CTP0002949	Hepatocytes-29-12		author_defined	
CTP0002950	conventional dendritic cell type 1/induced day 9 dendritic cell		author_defined	
CTP0002951	L2 IT ENTm		author_defined	
CTP0002952	Sympathetic neurons		author_defined	
CTP0002953	proliferating neural progenitor cell 4 - ependymal cell		author_defined	
CTP0002954	Neuron.Gad1Gad2.Drd1-Pde1c		author_defined	
CTP0002955	Inhibitory interneurons-27-4		author_defined	
CTP0002956	Stromal cells-16-1		author_defined	
CTP0002957	Neuron.Gad1Gad2-Chat		author_defined	
CTP0002958	Osteoblasts-17-2		author_defined	
CTP0002959	241_L5 PT CTX		author_defined	
CTP0002960	monocyte 1		author_defined	
CTP0002961	Fetal enterocyte 		author_defined	
CTP0002962	Oligodendrocyte.Tnf.Klk6		author_defined	
CTP0002963	white blood cell/other 1		author_defined	
CTP0002964	Fetal stromal cell		author_defined	
CTP0002965	extraembryonic endoderm cell		author_defined	
CTP0002966	Cardiac muscle lineages-34-2		author_defined	
CTP0002967	GABAergic neuron of primary visual cortex		author_defined	
CTP0002968	Nfix/Htr2c		author_defined	
CTP0002969	Neuron.Gad1Gad2.Pvalb-Chrm2		author_defined	
CTP0002970	Fasciculata cell		author_defined	
CTP0002971	Connective tissue progenitors-1-6		author_defined	
CTP0002972	smooth muscle cell 2		author_defined	
CTP0002973	Non-Neuronal		author_defined	
CTP0002974	Inhibitory neurons-15-20		author_defined	
CTP0002975	Neutrophil (RPS high)		author_defined	
CTP0002976	154_L2/3 IT ENTl		author_defined	
CTP0002977	341_CA1		author_defined	
CTP0002978	Inh L5 PVALB LRIG3		author_defined	
CTP0002979	Dendritic cell		author_defined	
CTP0002980	Neuron.Chat-Gad1Gad2-Slc17a8.Ngfr		author_defined	
CTP0002981	Definitive erythroid lineage-22-3		author_defined	
CTP0002982	Neuron.Slc17a7.FIbcd1-Inhba		author_defined	
CTP0002983	astrocyte of primary visual cortex		author_defined	
CTP0002984	dividing T cell		author_defined	
CTP0002985	Intermediate Mesoderm		author_defined	
CTP0002986	Neuron.Gad1Gad2.Adora2a-Fos		author_defined	
CTP0002987	113_Pvalb		author_defined	
CTP0002988	White blood cells		author_defined	
CTP0002989	Inhibitory interneurons-27-10		author_defined	
CTP0002990	Neuron.Gad1Gad2.Pvalb-Necab1		author_defined	
CTP0002991	Inhibitory neurons-15-4		author_defined	
CTP0002992	Forebrain GABAergic		author_defined	
CTP0002993	Radial glia-7-17		author_defined	
CTP0002994	260_L5 PT CTX		author_defined	
CTP0002995	Neutrophils-38-3		author_defined	
CTP0002996	Megakaryocytes-35-2		author_defined	
CTP0002997	Cycling microglia		author_defined	
CTP0002998	kidney interstitial cell 4		author_defined	
